0,ENST00000367188,Gawron16_SRR2732970,1320,5047,0.28,6.55,2.19,0.2,0.97,0.33,0.05
1,ENST00000367188,Andreev_new_ef_F1_control_ribo,293,1017,0.25,7.27,2.26,0.22,1.0,0.31,0.06
2,ENST00000367188,Andreev_new_ef_F2_phendc3_ribo,304,1208,0.29,6.53,2.26,0.2,1.0,0.35,0.06
3,ENST00000367188,Andreev_new_ef_F3_Piericidine_A_ribo,253,1399,0.4,4.96,2.25,0.15,0.99,0.45,0.05
4,ENST00000367188,Andreev_new_ef_F4_AICAR_ribo,243,761,0.23,7.51,2.14,0.23,0.94,0.28,0.05
5,ENST00000367188,Jakobsson17_SRR5382423,55,156,0.21,8.29,2.21,0.25,0.97,0.27,0.06
6,ENST00000367188,Jakobsson17_SRR5382422,149,592,0.29,6.47,2.26,0.2,1.0,0.35,0.06
7,ENST00000367188,Jakobsson17_SRR5382421,164,698,0.31,6.17,2.26,0.19,1.0,0.37,0.06
8,ENST00000367188,Jakobsson17_SRR5382420,115,515,0.33,5.91,2.26,0.18,1.0,0.38,0.05
9,ENST00000367188,Jakobsson17_SRR5382424,34,159,0.34,5.7,2.25,0.18,0.99,0.39,0.05
10,ENST00000367188,kolupaeva_27_sep17_human_4_TGACCA_L004_R1_001,234,450,0.14,11.09,2.26,0.34,1.0,0.2,0.06
11,ENST00000367188,Battle15_SRR1585548,216,896,0.3,6.27,2.25,0.19,0.99,0.36,0.06
12,ENST00000367188,Battle15_SRR1585488,312,1254,0.29,6.32,2.24,0.19,0.99,0.35,0.06
13,ENST00000367188,Battle15_SRR1585489,250,746,0.22,7.9,2.21,0.24,0.98,0.28,0.06
14,ENST00000367188,Battle15_SRR1585486,286,579,0.15,10.61,2.24,0.33,0.99,0.21,0.06
15,ENST00000367188,Battle15_SRR1585487,174,415,0.17,9.45,2.24,0.29,0.99,0.24,0.07
16,ENST00000367188,Battle15_SRR1585552,372,639,0.13,11.75,2.24,0.36,0.99,0.19,0.06
17,ENST00000367188,Battle15_SRR1585509,390,1196,0.22,7.97,2.26,0.24,1.0,0.28,0.06
18,ENST00000367188,Battle15_SRR1585508,198,752,0.28,6.68,2.25,0.21,0.99,0.34,0.06
19,ENST00000367188,Battle15_SRR1585507,365,1173,0.23,7.58,2.23,0.23,0.99,0.29,0.06
20,ENST00000367188,Battle15_SRR1585506,222,452,0.15,10.61,2.26,0.33,1.0,0.21,0.06
21,ENST00000367188,Battle15_SRR1585505,137,447,0.24,7.47,2.2,0.23,0.97,0.29,0.05
22,ENST00000367188,Battle15_SRR1585504,407,989,0.18,9.42,2.25,0.29,1.0,0.24,0.06
23,ENST00000367188,Battle15_SRR1585503,278,903,0.24,7.6,2.24,0.23,0.99,0.29,0.05
24,ENST00000367188,Battle15_SRR1585502,423,993,0.17,9.62,2.25,0.3,1.0,0.23,0.06
25,ENST00000367188,Battle15_SRR1585501,137,392,0.21,8.35,2.24,0.26,0.99,0.27,0.06
26,ENST00000367188,Battle15_SRR1585500,37,105,0.21,7.53,2.01,0.23,0.89,0.27,0.06
27,ENST00000367188,Battle15_SRR1585525,162,565,0.25,7.17,2.26,0.22,1.0,0.32,0.07
28,ENST00000367188,Battle15_SRR1585524,193,360,0.14,11.06,2.2,0.34,0.97,0.2,0.06
29,ENST00000367188,Battle15_SRR1585527,95,108,0.08,15.23,2.26,0.47,1.0,0.15,0.07
30,ENST00000367188,Battle15_SRR1585526,88,373,0.31,6.16,2.26,0.19,1.0,0.37,0.06
31,ENST00000367188,Battle15_SRR1585521,140,297,0.15,10.38,2.26,0.32,1.0,0.22,0.07
32,ENST00000367188,Battle15_SRR1585520,136,377,0.2,8.37,2.22,0.26,0.98,0.27,0.07
33,ENST00000367188,Battle15_SRR1585523,164,502,0.22,7.97,2.25,0.24,0.99,0.28,0.06
34,ENST00000367188,Battle15_SRR1585522,295,692,0.17,9.52,2.23,0.29,0.99,0.23,0.06
35,ENST00000367188,Battle15_SRR1585547,417,835,0.15,10.69,2.25,0.33,1.0,0.21,0.06
36,ENST00000367188,Battle15_SRR1585549,644,1437,0.16,9.98,2.25,0.31,0.99,0.23,0.07
37,ENST00000367188,Battle15_SRR1585545,158,625,0.29,6.43,2.22,0.2,0.98,0.35,0.06
38,ENST00000367188,Battle15_SRR1585529,102,293,0.21,7.77,2.12,0.24,0.94,0.27,0.06
39,ENST00000367188,Battle15_SRR1585528,144,403,0.2,8.46,2.22,0.26,0.98,0.26,0.06
40,ENST00000367188,Battle15_SRR1585541,446,1019,0.17,9.77,2.25,0.3,0.99,0.23,0.06
41,ENST00000367188,Battle15_SRR1585543,211,597,0.21,8.45,2.25,0.26,0.99,0.27,0.06
42,ENST00000367188,Battle15_SRR1585546,45,200,0.32,5.95,2.26,0.18,1.0,0.38,0.06
43,ENST00000367188,Battle15_SRR1585499,130,346,0.19,8.89,2.26,0.27,1.0,0.25,0.06
44,ENST00000367188,Battle15_SRR1585498,333,1082,0.24,7.55,2.24,0.23,0.99,0.3,0.06
45,ENST00000367188,Battle15_SRR1585542,370,785,0.15,10.34,2.26,0.32,1.0,0.22,0.07
46,ENST00000367188,Battle15_SRR1585495,276,398,0.11,13.29,2.26,0.41,1.0,0.17,0.06
47,ENST00000367188,Battle15_SRR1585494,167,745,0.33,5.53,2.08,0.17,0.92,0.38,0.05
48,ENST00000367188,Battle15_SRR1585497,91,268,0.21,8.25,2.26,0.25,1.0,0.27,0.06
49,ENST00000367188,Battle15_SRR1585496,220,577,0.19,8.91,2.25,0.27,0.99,0.25,0.06
50,ENST00000367188,Battle15_SRR1585491,294,859,0.21,8.23,2.24,0.25,0.99,0.27,0.06
51,ENST00000367188,Battle15_SRR1585490,167,417,0.18,9.23,2.24,0.28,0.99,0.24,0.06
52,ENST00000367188,Battle15_SRR1585493,67,448,0.49,4.17,2.25,0.13,1.0,0.54,0.05
53,ENST00000367188,Battle15_SRR1585492,158,709,0.33,5.82,2.22,0.18,0.98,0.38,0.05
54,ENST00000367188,Battle15_SRR1585518,254,653,0.19,9.05,2.26,0.28,1.0,0.25,0.06
55,ENST00000367188,Battle15_SRR1585519,219,759,0.25,7.22,2.26,0.22,1.0,0.31,0.06
56,ENST00000367188,Battle15_SRR1585540,87,295,0.25,7.34,2.23,0.23,0.99,0.3,0.05
57,ENST00000367188,Battle15_SRR1585557,211,254,0.09,14.77,2.26,0.45,1.0,0.15,0.06
58,ENST00000367188,Battle15_SRR1585510,477,859,0.13,11.46,2.24,0.35,0.99,0.2,0.07
59,ENST00000367188,Battle15_SRR1585511,243,548,0.16,9.87,2.25,0.3,0.99,0.23,0.07
60,ENST00000367188,Battle15_SRR1585512,215,640,0.22,8.04,2.23,0.25,0.99,0.28,0.06
61,ENST00000367188,Battle15_SRR1585513,160,445,0.2,8.43,2.24,0.26,0.99,0.27,0.07
62,ENST00000367188,Battle15_SRR1585514,222,717,0.24,7.49,2.18,0.23,0.97,0.29,0.05
63,ENST00000367188,Battle15_SRR1585515,92,450,0.36,5.41,2.25,0.17,0.99,0.42,0.06
64,ENST00000367188,Battle15_SRR1585516,372,771,0.15,10.46,2.24,0.32,0.99,0.21,0.06
65,ENST00000367188,Battle15_SRR1585517,143,371,0.19,8.78,2.2,0.27,0.97,0.25,0.06
66,ENST00000367188,Battle15_SRR1585536,146,604,0.3,6.31,2.26,0.19,1.0,0.36,0.06
67,ENST00000367188,Battle15_SRR1585537,91,58,0.05,19.88,2.26,0.61,1.0,0.11,0.06
68,ENST00000367188,Battle15_SRR1585534,203,383,0.14,11.18,2.23,0.34,0.99,0.2,0.06
69,ENST00000367188,Battle15_SRR1585535,78,334,0.31,6.06,2.24,0.19,0.99,0.37,0.06
70,ENST00000367188,Battle15_SRR1585532,122,523,0.31,5.89,2.16,0.18,0.96,0.37,0.06
71,ENST00000367188,Battle15_SRR1585533,63,122,0.14,11.08,2.26,0.34,1.0,0.2,0.06
72,ENST00000367188,Battle15_SRR1585530,112,427,0.28,6.74,2.26,0.21,1.0,0.34,0.06
73,ENST00000367188,Battle15_SRR1585531,162,487,0.22,8.09,2.26,0.25,1.0,0.28,0.06
74,ENST00000367188,Battle15_SRR1585554,313,769,0.18,9.35,2.26,0.29,1.0,0.24,0.06
75,ENST00000367188,Battle15_SRR1585555,308,604,0.14,10.77,2.23,0.33,0.99,0.21,0.07
76,ENST00000367188,Battle15_SRR1585556,507,1065,0.15,10.38,2.25,0.32,0.99,0.22,0.07
77,ENST00000367188,Battle15_SRR1585544,205,315,0.11,12.31,2.26,0.38,1.0,0.18,0.07
78,ENST00000367188,Battle15_SRR1585550,131,370,0.21,8.31,2.23,0.26,0.99,0.27,0.06
79,ENST00000367188,Battle15_SRR1585551,442,954,0.16,10.06,2.23,0.31,0.99,0.22,0.06
80,ENST00000367188,Battle15_SRR1585538,310,593,0.14,11.1,2.26,0.34,1.0,0.2,0.06
81,ENST00000367188,Battle15_SRR1585539,434,766,0.13,11.65,2.25,0.36,0.99,0.19,0.06
82,ENST00000367188,Battle15_SRR1585553,215,492,0.17,9.81,2.25,0.3,0.99,0.23,0.06
83,ENST00000367188,Xu16_SRR1758378,93,496,0.39,5.06,2.25,0.16,1.0,0.44,0.05
84,ENST00000367188,Xu16_SRR1758379,60,371,0.45,4.43,2.22,0.14,0.98,0.5,0.05
85,ENST00000367188,Xu16_SRR1758411,8,97,0.88,2.39,2.24,0.07,0.99,0.94,0.06
86,ENST00000367188,Xu16_SRR1758410,28,105,0.27,6.6,2.24,0.2,0.99,0.34,0.07
87,ENST00000367188,Xu16_SRR1758413,27,148,0.4,4.8,2.26,0.15,1.0,0.47,0.07
88,ENST00000367188,Xu16_SRR1758412,20,93,0.34,5.52,2.19,0.17,0.97,0.4,0.06
89,ENST00000367188,Xu16_SRR1758392,27,93,0.25,7.26,2.24,0.22,0.99,0.31,0.06
90,ENST00000367188,Xu16_SRR1758393,34,69,0.15,10.34,2.23,0.32,0.99,0.22,0.07
91,ENST00000367188,Xu16_SRR1758390,25,81,0.24,7.46,2.26,0.23,1.0,0.3,0.06
92,ENST00000367188,Xu16_SRR1758391,16,66,0.3,6.2,2.23,0.19,0.99,0.36,0.06
93,ENST00000367188,Xu16_SRR1758395,9,31,0.25,7.32,2.26,0.23,1.0,0.31,0.06
94,ENST00000367188,Xu16_SRR1758408,54,244,0.33,5.8,2.25,0.18,1.0,0.39,0.06
95,ENST00000367188,Xu16_SRR1758409,44,324,0.54,3.86,2.26,0.12,1.0,0.59,0.05
96,ENST00000367188,Xu16_SRR1758406,75,204,0.2,8.66,2.23,0.27,0.99,0.26,0.06
97,ENST00000367188,Xu16_SRR1758407,94,419,0.32,5.86,2.25,0.18,1.0,0.38,0.06
98,ENST00000367188,Xu16_SRR1758381,98,350,0.26,6.93,2.26,0.21,1.0,0.33,0.07
