,transcript,file,orf_count,cds_count,ratio,prob_uORF_init_rpb,prob_cds_init_rpb,prob_uORF_init_raw,prob_cds_init_raw,initiation_ratio,ratio_diff_init_minus_full
33,ENST00000375712,Battle15_SRR1585494,9,328,1.51,1.65,2.55,0.03,0.96,1.55,0.04
34,ENST00000375712,Battle15_SRR1585491,7,203,1.2,2.05,2.49,0.03,0.94,1.21,0.01
35,ENST00000375712,Battle15_SRR1585518,9,103,0.47,5.08,2.55,0.08,0.96,0.5,0.03
36,ENST00000375712,Battle15_SRR1585519,12,81,0.28,6.6,2.0,0.1,0.76,0.3,0.02
37,ENST00000375712,Battle15_SRR1585510,10,192,0.8,3.12,2.61,0.05,0.98,0.84,0.04
38,ENST00000375712,Battle15_SRR1585512,6,79,0.55,4.31,2.46,0.07,0.93,0.57,0.02
39,ENST00000375712,Battle15_SRR1585514,21,119,0.23,9.81,2.65,0.15,1.0,0.27,0.04
40,ENST00000375712,Battle15_SRR1585515,14,86,0.25,8.18,2.4,0.12,0.91,0.29,0.04
41,ENST00000375712,Battle15_SRR1585516,7,169,1.0,2.49,2.57,0.04,0.97,1.03,0.03
42,ENST00000375712,Battle15_SRR1585534,11,98,0.37,6.6,2.65,0.1,1.0,0.4,0.03
43,ENST00000375712,Battle15_SRR1585554,10,258,1.07,2.3,2.59,0.04,0.98,1.13,0.06
44,ENST00000375712,Battle15_SRR1585556,21,248,0.49,4.92,2.56,0.08,0.97,0.52,0.03
45,ENST00000375712,Battle15_SRR1585544,9,25,0.12,17.32,2.65,0.26,1.0,0.15,0.03
46,ENST00000375712,Battle15_SRR1585550,7,53,0.31,6.74,2.34,0.1,0.88,0.35,0.04
47,ENST00000375712,Battle15_SRR1585551,24,214,0.37,6.36,2.57,0.1,0.97,0.4,0.03
48,ENST00000375712,Battle15_SRR1585539,8,127,0.66,3.64,2.51,0.06,0.95,0.69,0.03
49,ENST00000375712,Battle15_SRR1585553,8,91,0.47,4.99,2.51,0.08,0.95,0.5,0.03
50,ENST00000375712,Xu16_SRR1758412,8,321,1.66,1.48,2.56,0.02,0.97,1.73,0.07
51,ENST00000375712,Andreev_HCT116_M3_ribo,6,873,6.03,0.43,2.56,0.01,0.97,5.95,-0.08
52,ENST00000375712,Andreev_HCT116_G2_hct116_myxo_ribo,16,1134,2.94,0.9,2.61,0.01,0.99,2.9,-0.04
53,ENST00000375712,Andreev_HCT116_G3_hct116_pieri_ribo,25,1403,2.33,1.13,2.62,0.02,0.99,2.32,-0.01
54,ENST00000375712,Andreev_HCT116_G6_hct116_sca_pieri_ribo,20,1417,2.94,0.71,2.08,0.01,0.78,2.93,-0.01
55,ENST00000375712,Andreev_HCT116_G5_hct116_sca_myxo_ribo,25,1358,2.25,1.14,2.56,0.02,0.97,2.25,0.0
56,ENST00000375712,Andreev_HCT116_M1_ribo,10,842,3.49,0.72,2.49,0.01,0.94,3.46,-0.03
57,ENST00000375712,Andreev_HCT116_G1_hct116_control_ribo,29,1389,1.99,1.25,2.48,0.02,0.94,1.98,-0.01
58,ENST00000375712,Andreev_HCT116_G4_hct116_sca_control_ribo,12,1243,4.29,0.55,2.34,0.01,0.88,4.25,-0.04
59,ENST00000375712,Andreev_HCT116_M2_ribo,12,897,3.1,0.84,2.59,0.01,0.98,3.08,-0.02
60,ENST00000375712,Lintner17_SRR5227308,12,567,1.96,1.32,2.58,0.02,0.98,1.95,-0.01
61,ENST00000375712,Lintner17_SRR5227306,13,550,1.75,1.5,2.62,0.02,0.99,1.75,0.0
62,ENST00000375712,Lintner17_SRR5227295,6,527,3.64,0.72,2.58,0.01,0.98,3.58,-0.06
63,ENST00000375712,Lintner17_SRR5227312,37,1455,1.63,0.53,0.85,0.01,0.32,1.6,-0.03
64,ENST00000375712,Lintner17_SRR5227310,26,1824,2.91,0.31,0.89,0.0,0.34,2.87,-0.04
65,ENST00000375712,Lintner17_SRR5227289,11,352,1.33,1.91,2.57,0.03,0.97,1.35,0.02
66,ENST00000375712,Lintner17_SRR5227288,10,205,0.85,2.96,2.61,0.05,0.99,0.88,0.03
67,ENST00000375712,Park16_SRR3306587,30,1078,1.49,1.7,2.63,0.03,0.99,1.55,0.06
68,ENST00000375712,Park16_SRR3306583,18,970,2.23,1.19,2.64,0.02,1.0,2.22,-0.01
69,ENST00000375712,Park16_SRR3306589,62,1780,1.19,2.06,2.63,0.03,0.99,1.28,0.09
70,ENST00000375712,Park16_SRR3306588,11,701,2.64,0.93,2.65,0.01,1.0,2.85,0.21
71,ENST00000375712,Park16_SRR3306584,19,1491,3.25,0.77,2.61,0.01,0.99,3.39,0.14
72,ENST00000375712,Werner15_SRR1610251,11,152,0.57,4.21,2.65,0.06,1.0,0.63,0.06
73,ENST00000375712,Werner15_SRR2086029,11,338,1.27,2.06,2.65,0.03,1.0,1.29,0.02
74,ENST00000375712,Werner15_SRR2086025,6,147,1.02,2.5,2.63,0.04,0.99,1.05,0.03
75,ENST00000375712,Andreev_K_series_K3_phendc3_ribo,19,1022,2.23,1.19,2.63,0.02,0.99,2.21,-0.02
76,ENST00000375712,Andreev_K_series_K4_phendc3_ribo,16,996,2.58,1.0,2.55,0.02,0.97,2.55,-0.03
77,ENST00000375712,Andreev_K_series_K2_phendc3_ribo,16,899,2.33,1.14,2.63,0.02,1.0,2.31,-0.02
78,ENST00000375712,Andreev_K_series_K1_phendc3_ribo,11,984,3.71,0.72,2.63,0.01,0.99,3.65,-0.06
79,ENST00000375712,Elkon15_SRR1916543,6,299,2.07,1.2,2.52,0.02,0.95,2.1,0.03
80,ENST00000375712,Andreev_GH_H1_hek_control_ribo,26,1823,2.91,0.89,2.57,0.01,0.97,2.89,-0.02
81,ENST00000375712,Andreev_GH_H2_hek_myxo_ribo,14,1471,4.36,0.6,2.57,0.01,0.97,4.28,-0.08
82,ENST00000375712,Andreev_GH_H4_hek_phendc3_ribo,22,1243,2.34,1.11,2.59,0.02,0.98,2.33,-0.01
83,ENST00000375712,Andreev_GH_H3_hek_pieri_ribo,10,1291,5.35,0.48,2.54,0.01,0.96,5.29,-0.06
84,ENST00000375712,Andreev_GH_H1_hek_control_ribo_old,26,1822,2.91,0.89,2.57,0.01,0.97,2.89,-0.02
85,ENST00000375712,Andreev_GH_H2_hek_myxo_ribo_old,14,1471,4.36,0.6,2.57,0.01,0.97,4.28,-0.08
86,ENST00000375712,Andreev_GH_H4_hek_phendc3_ribo_old,22,1242,2.34,1.11,2.59,0.02,0.98,2.33,-0.01
87,ENST00000375712,Andreev_GH_H3_hek_pieri_ribo_old,10,1288,5.34,0.48,2.54,0.01,0.96,5.29,-0.05
88,ENST00000375712,Andreev_GH_H1_hek_control_ribo_no3_mismatch,26,1811,2.89,0.9,2.57,0.01,0.97,2.86,-0.03
89,ENST00000375712,Andreev_GH_H2_hek_myxo_ribo_no3_mismatch,14,1461,4.33,0.6,2.57,0.01,0.97,4.28,-0.05
90,ENST00000375712,Andreev_GH_H4_hek_phendc3_ribo_no3_mismatch,22,1234,2.33,1.12,2.59,0.02,0.98,2.31,-0.02
91,ENST00000375712,Andreev_GH_H3_hek_pieri_ribo_no3_mismatch,9,1273,5.86,0.44,2.54,0.01,0.96,5.77,-0.09
92,ENST00000375712,Andreev_GH_H1_hek_control_ribo_no_mismatches,10,850,3.52,0.73,2.55,0.01,0.96,3.49,-0.03
93,ENST00000375712,Andreev_GH_H4_hek_phendc3_ribo_no_mismatches,16,558,1.45,1.77,2.57,0.03,0.97,1.45,0.0
94,ENST00000375712,Andreev_GH_H1_hek_control_ribo_fixed_ends,26,1823,2.91,0.89,2.57,0.01,0.97,2.89,-0.02
95,ENST00000375712,Andreev_GH_H2_hek_myxo_ribo_fixed_ends,14,1471,4.36,0.6,2.57,0.01,0.97,4.28,-0.08
96,ENST00000375712,Andreev_GH_H4_hek_phendc3_ribo_fixed_ends,22,1243,2.34,1.11,2.59,0.02,0.98,2.33,-0.01
97,ENST00000375712,Andreev_GH_H3_hek_pieri_ribo_fixed_ends,10,1291,5.35,0.48,2.54,0.01,0.96,5.29,-0.06
98,ENST00000375712,Andreev_interferon_E6_myxo_rpf,17,881,2.15,1.16,2.48,0.02,0.94,2.14,-0.01
99,ENST00000375712,Andreev_interferon_E4_interferon_rpf,15,1081,2.99,0.88,2.61,0.01,0.98,2.97,-0.02
100,ENST00000375712,Andreev_interferon_E3_interferon_4h_rpf,7,711,4.21,0.62,2.56,0.01,0.97,4.13,-0.08
101,ENST00000375712,Andreev_interferon_E1_control_rpf,8,835,4.33,0.61,2.62,0.01,0.99,4.3,-0.03
102,ENST00000375712,Calviello16_SRR2433794,68,469,0.29,8.21,2.63,0.13,0.99,0.32,0.03
103,ENST00000375712,Guo14_SRR1598981,18,501,1.15,2.24,2.65,0.03,1.0,1.18,0.03
104,ENST00000375712,Andreev_I_series_I4_mechanotranslation_ribo,22,1155,2.18,1.12,2.41,0.02,0.91,2.15,-0.03
105,ENST00000375712,Andreev_I_series_I1_mechanotranslation_ribo,17,882,2.15,1.22,2.62,0.02,0.99,2.15,0.0
106,ENST00000375712,Andreev_I_series_I3_mechanotranslation_ribo,20,1018,2.11,1.22,2.57,0.02,0.97,2.11,0.0
107,ENST00000375712,Andreev_I_series_I2_mechanotranslation_ribo,23,920,1.66,1.57,2.61,0.02,0.99,1.66,0.0
108,ENST00000375712,Kirchner17_SRR2818787,7,558,3.31,0.72,2.39,0.01,0.9,3.32,0.01
109,ENST00000375712,Kirchner17_SRR2818791,8,219,1.14,1.22,1.39,0.02,0.52,1.14,0.0
110,ENST00000375712,Kirchner17_SRR2818789,33,1030,1.29,1.32,1.71,0.02,0.65,1.3,0.01
111,ENST00000375712,Iwasaki16_SRR2075929,7,42,0.25,5.87,2.47,0.09,0.93,0.42,0.17
112,ENST00000375712,Crappe15_SRR1333394,24,588,1.02,2.37,2.51,0.04,0.95,1.06,0.04
113,ENST00000375712,Tirosh15_SRR2064017,9,193,0.89,2.68,2.63,0.04,0.99,0.98,0.09
114,ENST00000375712,Tirosh15_SRR2064018,7,221,1.31,1.83,2.62,0.03,0.99,1.43,0.12
115,ENST00000375712,Tirosh15_SRR2064019,17,142,0.35,6.54,2.65,0.1,1.0,0.41,0.06
116,ENST00000375712,Tirosh15_SRR2064021,6,264,1.82,1.41,2.6,0.02,0.98,1.84,0.02
117,ENST00000375712,Tirosh15_SRR2064020,8,343,1.78,1.35,2.59,0.02,0.98,1.92,0.14
118,ENST00000375712,Cenik15_SRR1803155,9,736,3.39,0.75,2.53,0.01,0.96,3.37,-0.02
119,ENST00000375712,Zhang17_SRR5227449,7,316,1.87,0.88,1.65,0.01,0.62,1.88,0.01
120,ENST00000375712,Zhang17_SRR5227448,11,447,1.68,1.53,2.62,0.02,0.99,1.71,0.03
121,ENST00000375712,Li17_SRR5882586,22,38,0.07,18.94,1.86,0.29,0.7,0.1,0.03
122,ENST00000375712,Oh16_SRR2096965,6,72,0.5,4.85,2.65,0.07,1.0,0.55,0.05
