0,ENST00000607016,Park17_SRR5413158,13,55,0.98,13.04,16.7,0.16,0.9,1.28,0.3
1,ENST00000607016,Park17_SRR5413155,16,95,1.38,8.49,13.74,0.1,0.74,1.62,0.24
2,ENST00000607016,Park17_SRR5413156,12,61,1.18,11.22,16.61,0.14,0.9,1.48,0.3
3,ENST00000607016,Park17_SRR5413157,23,38,0.38,25.57,14.66,0.31,0.79,0.57,0.19
4,ENST00000607016,Park16_SRR3306585,191,202,0.25,30.52,18.52,0.37,1.0,0.61,0.36
5,ENST00000607016,Park16_SRR3306586,6,519,20.04,0.75,16.23,0.01,0.88,21.64,1.6
6,ENST00000607016,Park16_SRR3306587,38,1141,6.96,2.42,17.65,0.03,0.95,7.29,0.33
7,ENST00000607016,Park16_SRR3306583,641,519,0.19,43.13,18.52,0.52,1.0,0.43,0.24
8,ENST00000607016,Park16_SRR3306589,41,1042,5.89,2.73,17.69,0.03,0.96,6.48,0.59
9,ENST00000607016,Park16_SRR3306588,463,396,0.2,32.1,18.47,0.39,1.0,0.58,0.38
10,ENST00000607016,Park16_SRR3306584,42,741,4.09,3.68,17.11,0.04,0.92,4.65,0.56
