,transcript,file,orf_count,cds_count,ratio,prob_uORF_init_rpb,prob_cds_init_rpb,prob_uORF_init_raw,prob_cds_init_raw,initiation_ratio,ratio_diff_init_minus_full
21,ENST00000372134,Battle15_SRR1585505,314,1615,1.06,1.65,1.85,0.17,0.99,1.12,0.06
22,ENST00000372134,Battle15_SRR1585504,751,3368,0.92,1.95,1.86,0.2,1.0,0.95,0.03
23,ENST00000372134,Battle15_SRR1585503,831,4265,1.05,1.7,1.86,0.18,1.0,1.09,0.04
24,ENST00000372134,Battle15_SRR1585502,647,3632,1.15,1.57,1.86,0.16,1.0,1.18,0.03
25,ENST00000372134,Battle15_SRR1585501,433,2066,0.98,1.78,1.86,0.18,0.99,1.04,0.06
26,ENST00000372134,Battle15_SRR1585500,102,402,0.81,2.23,1.86,0.23,1.0,0.83,0.02
27,ENST00000372134,Battle15_SRR1585525,449,1784,0.82,2.16,1.86,0.22,1.0,0.86,0.04
28,ENST00000372134,Battle15_SRR1585524,481,2574,1.1,1.63,1.86,0.17,1.0,1.14,0.04
29,ENST00000372134,Battle15_SRR1585527,375,971,0.53,3.04,1.84,0.31,0.99,0.61,0.08
30,ENST00000372134,Battle15_SRR1585526,579,1529,0.54,3.03,1.86,0.31,1.0,0.61,0.07
31,ENST00000372134,Battle15_SRR1585521,425,1544,0.75,2.3,1.86,0.24,1.0,0.81,0.06
32,ENST00000372134,Battle15_SRR1585520,393,1781,0.93,1.87,1.86,0.19,1.0,0.99,0.06
33,ENST00000372134,Battle15_SRR1585523,475,2695,1.17,1.54,1.86,0.16,1.0,1.21,0.04
34,ENST00000372134,Battle15_SRR1585522,518,2850,1.13,1.61,1.86,0.17,1.0,1.16,0.03
35,ENST00000372134,Battle15_SRR1585547,885,4902,1.14,1.59,1.86,0.16,1.0,1.17,0.03
36,ENST00000372134,Battle15_SRR1585549,970,4391,0.93,1.91,1.86,0.2,1.0,0.97,0.04
37,ENST00000372134,Battle15_SRR1585545,666,2530,0.78,2.16,1.86,0.22,1.0,0.86,0.08
38,ENST00000372134,Battle15_SRR1585529,386,2508,1.33,1.38,1.86,0.14,1.0,1.35,0.02
39,ENST00000372134,Battle15_SRR1585528,372,2392,1.32,1.37,1.86,0.14,1.0,1.36,0.04
40,ENST00000372134,Battle15_SRR1585541,1078,5789,1.1,1.65,1.86,0.17,1.0,1.13,0.03
41,ENST00000372134,Battle15_SRR1585543,579,1755,0.62,2.69,1.86,0.28,1.0,0.69,0.07
42,ENST00000372134,Battle15_SRR1585546,334,1231,0.76,2.29,1.86,0.24,1.0,0.81,0.05
43,ENST00000372134,Battle15_SRR1585499,430,1650,0.79,2.16,1.86,0.22,1.0,0.86,0.07
44,ENST00000372134,Battle15_SRR1585498,842,4294,1.05,1.71,1.86,0.18,1.0,1.09,0.04
45,ENST00000372134,Battle15_SRR1585542,659,3394,1.06,1.68,1.86,0.17,1.0,1.11,0.05
46,ENST00000372134,Battle15_SRR1585495,259,1151,0.91,1.94,1.86,0.2,1.0,0.96,0.05
47,ENST00000372134,Battle15_SRR1585494,827,3675,0.91,1.92,1.86,0.2,1.0,0.97,0.06
48,ENST00000372134,Battle15_SRR1585497,315,1215,0.79,2.18,1.81,0.23,0.97,0.83,0.04
49,ENST00000372134,Battle15_SRR1585496,482,2097,0.89,1.95,1.86,0.2,1.0,0.95,0.06
50,ENST00000372134,Battle15_SRR1585491,508,3083,1.25,1.43,1.85,0.15,0.99,1.29,0.04
51,ENST00000372134,Battle15_SRR1585490,505,2956,1.2,1.49,1.86,0.15,1.0,1.25,0.05
52,ENST00000372134,Battle15_SRR1585493,591,2026,0.7,2.37,1.86,0.25,1.0,0.78,0.08
53,ENST00000372134,Battle15_SRR1585492,1099,2991,0.56,2.75,1.86,0.28,1.0,0.68,0.12
54,ENST00000372134,Battle15_SRR1585518,541,3073,1.17,1.53,1.86,0.16,1.0,1.22,0.05
55,ENST00000372134,Battle15_SRR1585519,542,3032,1.15,1.57,1.86,0.16,1.0,1.18,0.03
56,ENST00000372134,Battle15_SRR1585540,342,1250,0.75,2.23,1.86,0.23,1.0,0.83,0.08
57,ENST00000372134,Battle15_SRR1585557,262,1765,1.38,1.31,1.85,0.14,0.99,1.41,0.03
58,ENST00000372134,Battle15_SRR1585510,702,3906,1.14,1.57,1.86,0.16,1.0,1.18,0.04
59,ENST00000372134,Battle15_SRR1585511,547,2287,0.86,2.08,1.86,0.21,1.0,0.89,0.03
60,ENST00000372134,Battle15_SRR1585512,517,3190,1.27,1.42,1.86,0.15,1.0,1.31,0.04
61,ENST00000372134,Battle15_SRR1585513,538,2989,1.14,1.56,1.86,0.16,1.0,1.19,0.05
62,ENST00000372134,Battle15_SRR1585514,813,4746,1.2,1.53,1.86,0.16,1.0,1.22,0.02
63,ENST00000372134,Battle15_SRR1585515,719,3543,1.01,1.74,1.86,0.18,1.0,1.07,0.06
64,ENST00000372134,Battle15_SRR1585516,996,4576,0.94,1.85,1.86,0.19,1.0,1.01,0.07
65,ENST00000372134,Battle15_SRR1585517,498,2037,0.84,2.01,1.86,0.21,1.0,0.93,0.09
66,ENST00000372134,Battle15_SRR1585536,626,1688,0.55,2.93,1.86,0.3,1.0,0.63,0.08
67,ENST00000372134,Battle15_SRR1585537,130,538,0.85,2.09,1.86,0.22,1.0,0.89,0.04
68,ENST00000372134,Battle15_SRR1585534,478,2990,1.28,1.42,1.86,0.15,1.0,1.31,0.03
69,ENST00000372134,Battle15_SRR1585535,332,1453,0.9,1.93,1.86,0.2,1.0,0.96,0.06
70,ENST00000372134,Battle15_SRR1585532,566,3050,1.11,1.61,1.86,0.17,1.0,1.16,0.05
71,ENST00000372134,Battle15_SRR1585533,257,1022,0.82,2.16,1.86,0.22,1.0,0.86,0.04
72,ENST00000372134,Battle15_SRR1585530,323,1173,0.75,2.25,1.86,0.23,1.0,0.83,0.08
73,ENST00000372134,Battle15_SRR1585531,636,1793,0.58,2.88,1.86,0.3,1.0,0.65,0.07
74,ENST00000372134,Battle15_SRR1585554,602,2425,0.83,2.07,1.86,0.21,1.0,0.9,0.07
75,ENST00000372134,Battle15_SRR1585555,513,2623,1.05,1.68,1.86,0.17,1.0,1.11,0.06
76,ENST00000372134,Battle15_SRR1585556,878,5504,1.29,1.41,1.86,0.15,1.0,1.32,0.03
77,ENST00000372134,Battle15_SRR1585544,369,1415,0.79,2.23,1.86,0.23,1.0,0.83,0.04
78,ENST00000372134,Battle15_SRR1585550,316,1064,0.69,2.56,1.86,0.26,1.0,0.73,0.04
79,ENST00000372134,Battle15_SRR1585551,827,3065,0.76,2.28,1.86,0.24,1.0,0.82,0.06
80,ENST00000372134,Battle15_SRR1585538,431,2239,1.07,1.63,1.86,0.17,1.0,1.14,0.07
81,ENST00000372134,Battle15_SRR1585539,692,3998,1.19,1.51,1.86,0.16,1.0,1.23,0.04
82,ENST00000372134,Battle15_SRR1585553,515,2031,0.81,2.13,1.86,0.22,1.0,0.87,0.06
83,ENST00000372134,Xu16_SRR1758378,165,1608,2.0,0.95,1.86,0.1,1.0,1.96,-0.04
84,ENST00000372134,Xu16_SRR1758379,83,1449,3.59,0.55,1.86,0.06,1.0,3.38,-0.21
85,ENST00000372134,Xu16_SRR1758411,163,507,0.64,2.44,1.86,0.25,1.0,0.76,0.12
86,ENST00000372134,Xu16_SRR1758410,114,223,0.4,3.7,1.84,0.38,0.99,0.5,0.1
87,ENST00000372134,Xu16_SRR1758413,173,452,0.54,2.84,1.86,0.29,1.0,0.65,0.11
88,ENST00000372134,Xu16_SRR1758412,162,356,0.45,3.27,1.85,0.34,0.99,0.57,0.12
89,ENST00000372134,Xu16_SRR1758392,52,387,1.53,1.22,1.86,0.13,1.0,1.52,-0.01
90,ENST00000372134,Xu16_SRR1758393,105,434,0.85,1.98,1.84,0.2,0.99,0.93,0.08
91,ENST00000372134,Xu16_SRR1758390,58,363,1.29,1.44,1.86,0.15,1.0,1.29,0.0
92,ENST00000372134,Xu16_SRR1758391,66,366,1.14,1.55,1.86,0.16,1.0,1.2,0.06
93,ENST00000372134,Xu16_SRR1758396,25,122,1.0,1.78,1.86,0.18,1.0,1.04,0.04
94,ENST00000372134,Xu16_SRR1758397,8,174,4.47,0.44,1.86,0.05,1.0,4.23,-0.24
95,ENST00000372134,Xu16_SRR1758394,8,69,1.77,1.06,1.86,0.11,1.0,1.75,-0.02
96,ENST00000372134,Xu16_SRR1758395,13,171,2.7,0.72,1.86,0.07,1.0,2.58,-0.12
97,ENST00000372134,Xu16_SRR1758408,404,1319,0.67,2.46,1.86,0.25,1.0,0.76,0.09
98,ENST00000372134,Xu16_SRR1758409,739,1458,0.41,3.5,1.86,0.36,1.0,0.53,0.12
99,ENST00000372134,Xu16_SRR1758406,250,939,0.77,2.17,1.86,0.22,1.0,0.86,0.09
100,ENST00000372134,Xu16_SRR1758407,325,1254,0.79,2.12,1.85,0.22,0.99,0.87,0.08
101,ENST00000372134,Xu16_SRR1758381,182,1405,1.59,1.18,1.86,0.12,1.0,1.58,-0.01
102,ENST00000372134,Xu16_SRR1758380,163,1456,1.83,1.04,1.86,0.11,1.0,1.79,-0.04
103,ENST00000372134,Andreev_HCT116_M3_ribo,579,10154,3.6,0.54,1.85,0.06,0.99,3.43,-0.17
104,ENST00000372134,Andreev_HCT116_G2_hct116_myxo_ribo,1266,26412,4.29,0.46,1.86,0.05,1.0,4.04,-0.25
105,ENST00000372134,Andreev_HCT116_G3_hct116_pieri_ribo,1755,23862,2.79,0.7,1.86,0.07,1.0,2.66,-0.13
106,ENST00000372134,Andreev_HCT116_G6_hct116_sca_pieri_ribo,1658,27594,3.42,0.56,1.81,0.06,0.97,3.23,-0.19
107,ENST00000372134,Andreev_HCT116_M4_ribo,830,12970,3.21,0.61,1.85,0.06,0.99,3.03,-0.18
108,ENST00000372134,Andreev_HCT116_G5_hct116_sca_myxo_ribo,1728,25551,3.04,0.65,1.86,0.07,1.0,2.86,-0.18
109,ENST00000372134,Andreev_HCT116_M1_ribo,927,15978,3.54,0.55,1.86,0.06,0.99,3.38,-0.16
110,ENST00000372134,Andreev_HCT116_G1_hct116_control_ribo,1332,26253,4.05,0.48,1.85,0.05,0.99,3.85,-0.2
111,ENST00000372134,Andreev_HCT116_G4_hct116_sca_control_ribo,1484,27275,3.78,0.52,1.85,0.05,0.99,3.56,-0.22
112,ENST00000372134,Andreev_HCT116_M2_ribo,1048,16592,3.25,0.61,1.86,0.06,1.0,3.05,-0.2
113,ENST00000372134,Lintner17_SRR5227308,401,4938,2.53,0.77,1.86,0.08,1.0,2.42,-0.11
114,ENST00000372134,Lintner17_SRR5227304,265,6183,4.79,0.41,1.86,0.04,1.0,4.54,-0.25
115,ENST00000372134,Lintner17_SRR5227305,168,4360,5.33,0.37,1.86,0.04,1.0,5.03,-0.3
116,ENST00000372134,Lintner17_SRR5227306,338,4018,2.44,0.8,1.86,0.08,1.0,2.33,-0.11
117,ENST00000372134,Lintner17_SRR5227300,326,5977,3.77,0.52,1.86,0.05,1.0,3.58,-0.19
118,ENST00000372134,Lintner17_SRR5227301,236,5560,4.84,0.4,1.86,0.04,1.0,4.65,-0.19
119,ENST00000372134,Lintner17_SRR5227302,369,6553,3.65,0.53,1.86,0.05,1.0,3.51,-0.14
120,ENST00000372134,Lintner17_SRR5227303,148,2568,3.56,0.55,1.86,0.06,1.0,3.38,-0.18
121,ENST00000372134,Lintner17_SRR5227298,147,2820,3.94,0.49,1.86,0.05,1.0,3.8,-0.14
122,ENST00000372134,Lintner17_SRR5227299,182,5026,5.67,0.34,1.86,0.04,1.0,5.47,-0.2
123,ENST00000372134,Lintner17_SRR5227296,166,3842,4.75,0.41,1.86,0.04,1.0,4.54,-0.21
124,ENST00000372134,Lintner17_SRR5227297,493,9683,4.03,0.49,1.86,0.05,1.0,3.8,-0.23
125,ENST00000372134,Lintner17_SRR5227294,289,7246,5.15,0.38,1.86,0.04,1.0,4.89,-0.26
126,ENST00000372134,Lintner17_SRR5227295,280,4763,3.49,0.56,1.86,0.06,1.0,3.32,-0.17
127,ENST00000372134,Lintner17_SRR5227292,371,9512,5.27,0.37,1.86,0.04,1.0,5.03,-0.24
128,ENST00000372134,Lintner17_SRR5227293,128,3667,5.88,0.33,1.86,0.03,1.0,5.64,-0.24
129,ENST00000372134,Lintner17_SRR5227290,223,4375,4.03,0.48,1.86,0.05,1.0,3.88,-0.15
130,ENST00000372134,Lintner17_SRR5227291,242,4078,3.46,0.57,1.86,0.06,1.0,3.26,-0.2
131,ENST00000372134,Lintner17_SRR5227312,657,3632,1.14,1.08,1.22,0.11,0.66,1.13,-0.01
132,ENST00000372134,Lintner17_SRR5227310,782,4329,1.14,1.1,1.25,0.11,0.67,1.14,0.0
133,ENST00000372134,Lintner17_SRR5227289,254,4087,3.31,0.58,1.86,0.06,1.0,3.21,-0.1
134,ENST00000372134,Lintner17_SRR5227288,140,2720,3.99,0.49,1.86,0.05,1.0,3.8,-0.19
135,ENST00000372134,Park17_SRR5413158,77,572,1.53,1.26,1.86,0.13,1.0,1.48,-0.05
136,ENST00000372134,Park17_SRR5413155,224,2194,2.01,0.96,1.86,0.1,1.0,1.94,-0.07
137,ENST00000372134,Park17_SRR5413156,156,1427,1.88,1.05,1.86,0.11,1.0,1.77,-0.11
138,ENST00000372134,Park17_SRR5413157,34,399,2.41,0.8,1.86,0.08,1.0,2.33,-0.08
139,ENST00000372134,Park16_SRR3306585,1970,4089,0.43,3.35,1.86,0.35,1.0,0.56,0.13
140,ENST00000372134,Park16_SRR3306586,1504,10084,1.38,1.31,1.86,0.14,1.0,1.42,0.04
141,ENST00000372134,Park16_SRR3306587,2445,17151,1.44,1.27,1.86,0.13,1.0,1.46,0.02
142,ENST00000372134,Park16_SRR3306583,5902,16382,0.57,2.63,1.86,0.27,1.0,0.71,0.14
143,ENST00000372134,Park16_SRR3306589,3583,22477,1.29,1.38,1.86,0.14,1.0,1.35,0.06
144,ENST00000372134,Park16_SRR3306588,3737,16467,0.91,1.86,1.86,0.19,1.0,1.0,0.09
145,ENST00000372134,Park16_SRR3306584,3821,21024,1.13,1.54,1.86,0.16,1.0,1.21,0.08
146,ENST00000372134,Werner15_SRR1610258,11,373,6.96,0.29,1.86,0.03,1.0,6.41,-0.55
147,ENST00000372134,Werner15_SRR1610250,52,515,2.03,0.95,1.86,0.1,1.0,1.96,-0.07
148,ENST00000372134,Werner15_SRR1610251,72,648,1.85,1.04,1.86,0.11,1.0,1.79,-0.06
149,ENST00000372134,Werner15_SRR1610252,63,739,2.41,0.81,1.86,0.08,1.0,2.3,-0.11
150,ENST00000372134,Werner15_SRR1610253,39,611,3.22,0.6,1.86,0.06,1.0,3.1,-0.12
151,ENST00000372134,Werner15_SRR1610254,57,774,2.79,0.67,1.86,0.07,1.0,2.78,-0.01
152,ENST00000372134,Werner15_SRR1610255,36,525,3.0,0.66,1.86,0.07,1.0,2.82,-0.18
153,ENST00000372134,Werner15_SRR1610256,120,1056,1.81,1.07,1.86,0.11,1.0,1.74,-0.07
154,ENST00000372134,Werner15_SRR1610257,66,662,2.06,0.92,1.86,0.09,1.0,2.02,-0.04
155,ENST00000372134,Werner15_SRR2086030,45,777,3.55,0.55,1.86,0.06,1.0,3.38,-0.17
156,ENST00000372134,Werner15_SRR2086031,79,842,2.19,0.89,1.86,0.09,1.0,2.09,-0.1
157,ENST00000372134,Werner15_SRR1610249,121,1026,1.74,1.09,1.86,0.11,1.0,1.71,-0.03
158,ENST00000372134,Werner15_SRR1610248,151,1419,1.93,0.99,1.86,0.1,1.0,1.88,-0.05
159,ENST00000372134,Werner15_SRR1610247,53,548,2.12,0.91,1.86,0.09,1.0,2.04,-0.08
160,ENST00000372134,Werner15_SRR1610246,72,645,1.84,1.03,1.86,0.11,1.0,1.81,-0.03
161,ENST00000372134,Werner15_SRR1610245,125,1293,2.12,0.92,1.86,0.09,1.0,2.02,-0.1
162,ENST00000372134,Werner15_SRR1610244,203,1530,1.55,1.22,1.86,0.13,1.0,1.52,-0.03
163,ENST00000372134,Werner15_SRR2086029,131,1372,2.15,0.91,1.86,0.09,1.0,2.04,-0.11
164,ENST00000372134,Werner15_SRR2086028,193,1768,1.88,1.03,1.86,0.11,1.0,1.81,-0.07
165,ENST00000372134,Werner15_SRR2086025,142,1139,1.65,1.17,1.86,0.12,1.0,1.59,-0.06
166,ENST00000372134,Werner15_SRR2086027,163,1476,1.86,1.05,1.86,0.11,1.0,1.77,-0.09
167,ENST00000372134,Werner15_SRR2086026,135,1383,2.1,0.94,1.86,0.1,1.0,1.98,-0.12
168,ENST00000372134,Andreev_K_series_K3_phendc3_ribo,1261,27999,4.56,0.43,1.86,0.04,1.0,4.33,-0.23
169,ENST00000372134,Andreev_K_series_K4_phendc3_ribo,1204,28089,4.79,0.41,1.86,0.04,1.0,4.54,-0.25
170,ENST00000372134,Andreev_K_series_K2_phendc3_ribo,1259,27416,4.47,0.44,1.86,0.05,1.0,4.23,-0.24
171,ENST00000372134,Andreev_K_series_K1_phendc3_ribo,1328,29368,4.54,0.43,1.86,0.04,1.0,4.33,-0.21
172,ENST00000372134,Andreev15_SRR1173907,13,328,5.18,0.38,1.86,0.04,1.0,4.89,-0.29
173,ENST00000372134,Andreev15_SRR1173905,10,661,13.58,0.15,1.86,0.02,1.0,12.4,-1.18
174,ENST00000372134,Andreev15_SRR1173910,25,280,2.3,0.85,1.86,0.09,1.0,2.19,-0.11
175,ENST00000372134,Andreev15_SRR1173913,119,1253,2.16,0.88,1.85,0.09,0.99,2.1,-0.06
176,ENST00000372134,Andreev15_SRR1173909,184,3282,3.66,0.54,1.86,0.06,1.0,3.44,-0.22
177,ENST00000372134,Ji16_SRR1802152,26,341,2.69,0.71,1.86,0.07,1.0,2.62,-0.07
178,ENST00000372134,Ji16_SRR1802153,101,705,1.43,1.28,1.86,0.13,1.0,1.45,0.02
179,ENST00000372134,Ji16_SRR1802150,53,19,0.07,7.55,1.86,0.78,1.0,0.25,0.18
180,ENST00000372134,Ji16_SRR1802151,68,39,0.12,6.45,1.86,0.67,1.0,0.29,0.17
181,ENST00000372134,Ji16_SRR1802156,48,19,0.08,7.38,1.86,0.76,1.0,0.25,0.17
182,ENST00000372134,Ji16_SRR1802157,68,43,0.13,6.52,1.86,0.67,1.0,0.29,0.16
183,ENST00000372134,Ji16_SRR1802154,85,624,1.51,1.25,1.86,0.13,1.0,1.49,-0.02
184,ENST00000372134,Ji16_SRR1802155,33,20,0.12,6.66,1.78,0.69,0.95,0.27,0.15
185,ENST00000372134,Ji16_SRR1802129,49,738,3.09,0.63,1.86,0.07,1.0,2.95,-0.14
186,ENST00000372134,Ji16_SRR1802149,27,13,0.1,7.26,1.86,0.75,1.0,0.26,0.16
187,ENST00000372134,Ji16_SRR1802148,105,924,1.81,1.05,1.86,0.11,1.0,1.77,-0.04
188,ENST00000372134,Ji16_SRR1802141,192,1831,1.96,0.98,1.86,0.1,1.0,1.9,-0.06
189,ENST00000372134,Ji16_SRR1802140,68,903,2.73,0.71,1.86,0.07,1.0,2.62,-0.11
190,ENST00000372134,Ji16_SRR1802142,294,1841,1.29,1.45,1.86,0.15,1.0,1.28,-0.01
191,ENST00000372134,Ji16_SRR1802147,111,845,1.56,1.2,1.86,0.12,1.0,1.55,-0.01
192,ENST00000372134,Ji16_SRR1802146,35,415,2.44,0.79,1.86,0.08,1.0,2.35,-0.09
193,ENST00000372134,Ji16_SRR1802138,128,1610,2.58,0.76,1.86,0.08,1.0,2.45,-0.13
194,ENST00000372134,Ji16_SRR1802139,358,1932,1.11,1.65,1.86,0.17,1.0,1.13,0.02
195,ENST00000372134,Ji16_SRR1802130,57,829,2.99,0.65,1.86,0.07,1.0,2.86,-0.13
196,ENST00000372134,Ji16_SRR1802131,85,919,2.22,0.88,1.86,0.09,1.0,2.11,-0.11
197,ENST00000372134,Ji16_SRR1802132,132,839,1.31,1.45,1.86,0.15,1.0,1.28,-0.03
198,ENST00000372134,Ji16_SRR1802133,12,52,0.89,1.84,1.86,0.19,1.0,1.01,0.12
199,ENST00000372134,Ji16_SRR1802134,20,49,0.5,2.89,1.86,0.3,1.0,0.64,0.14
200,ENST00000372134,Ji16_SRR1802135,31,45,0.3,4.23,1.86,0.44,1.0,0.44,0.14
201,ENST00000372134,Ji16_SRR1802136,71,137,0.4,3.52,1.86,0.36,1.0,0.53,0.13
202,ENST00000372134,Ji16_SRR1802137,122,1769,2.98,0.66,1.86,0.07,1.0,2.82,-0.16
203,ENST00000372134,Elkon15_SRR1916550,56,394,1.45,1.27,1.86,0.13,1.0,1.46,0.01
204,ENST00000372134,Elkon15_SRR1916551,70,393,1.15,1.55,1.85,0.16,0.99,1.19,0.04
205,ENST00000372134,Elkon15_SRR1916549,203,1890,1.91,1.0,1.86,0.1,1.0,1.86,-0.05
206,ENST00000372134,Elkon15_SRR1916548,164,1730,2.17,0.88,1.86,0.09,1.0,2.11,-0.06
207,ENST00000372134,Elkon15_SRR1916543,487,3804,1.6,1.18,1.86,0.12,1.0,1.58,-0.02
208,ENST00000372134,Elkon15_SRR1916542,203,2533,2.56,0.76,1.86,0.08,1.0,2.45,-0.11
209,ENST00000372134,Elkon15_SRR1916547,129,1022,1.63,1.15,1.86,0.12,1.0,1.62,-0.01
210,ENST00000372134,Elkon15_SRR1916546,113,982,1.78,1.06,1.86,0.11,1.0,1.75,-0.03
211,ENST00000372134,Elkon15_SRR1916545,335,3974,2.44,0.79,1.86,0.08,1.0,2.35,-0.09
212,ENST00000372134,Andreev_GH_H1_hek_control_ribo,1470,41907,5.86,0.34,1.86,0.03,1.0,5.47,-0.39
213,ENST00000372134,Andreev_GH_H2_hek_myxo_ribo,1494,35089,4.82,0.41,1.86,0.04,1.0,4.54,-0.28
214,ENST00000372134,Andreev_GH_H4_hek_phendc3_ribo,1408,34861,5.09,0.39,1.86,0.04,1.0,4.77,-0.32
215,ENST00000372134,Andreev_GH_H3_hek_pieri_ribo,1302,32288,5.09,0.39,1.86,0.04,1.0,4.77,-0.32
216,ENST00000372134,Andreev_GH_H1_hek_control_ribo_old,1470,41864,5.85,0.34,1.86,0.03,1.0,5.47,-0.38
217,ENST00000372134,Andreev_GH_H2_hek_myxo_ribo_old,1492,35037,4.82,0.41,1.86,0.04,1.0,4.54,-0.28
218,ENST00000372134,Andreev_GH_H4_hek_phendc3_ribo_old,1405,34828,5.09,0.39,1.86,0.04,1.0,4.77,-0.32
219,ENST00000372134,Andreev_GH_H3_hek_pieri_ribo_old,1299,32248,5.1,0.39,1.86,0.04,1.0,4.77,-0.33
220,ENST00000372134,Andreev_GH_H1_hek_control_ribo_no3_mismatch,1454,41654,5.88,0.34,1.86,0.03,1.0,5.47,-0.41
221,ENST00000372134,Andreev_GH_H2_hek_myxo_ribo_no3_mismatch,1486,34898,4.82,0.41,1.86,0.04,1.0,4.54,-0.28
222,ENST00000372134,Andreev_GH_H4_hek_phendc3_ribo_no3_mismatch,1401,34594,5.07,0.39,1.86,0.04,1.0,4.77,-0.3
223,ENST00000372134,Andreev_GH_H3_hek_pieri_ribo_no3_mismatch,1269,31865,5.16,0.38,1.86,0.04,1.0,4.89,-0.27
224,ENST00000372134,Andreev_GH_H1_hek_control_ribo_no_mismatches,665,20827,6.43,0.31,1.86,0.03,1.0,6.0,-0.43
225,ENST00000372134,Andreev_GH_H2_hek_myxo_ribo_no_mismatches,658,18211,5.68,0.35,1.86,0.04,1.0,5.31,-0.37
226,ENST00000372134,Andreev_GH_H4_hek_phendc3_ribo_no_mismatches,657,17605,5.5,0.36,1.86,0.04,1.0,5.17,-0.33
227,ENST00000372134,Andreev_GH_H3_hek_pieri_ribo_no_mismatches,573,16798,6.02,0.33,1.86,0.03,1.0,5.64,-0.38
228,ENST00000372134,Andreev_GH_H1_hek_control_ribo_fixed_ends,1465,41910,5.88,0.34,1.86,0.03,1.0,5.47,-0.41
229,ENST00000372134,Andreev_GH_H2_hek_myxo_ribo_fixed_ends,1492,35093,4.83,0.41,1.86,0.04,1.0,4.54,-0.29
230,ENST00000372134,Andreev_GH_H4_hek_phendc3_ribo_fixed_ends,1402,34861,5.11,0.39,1.86,0.04,1.0,4.77,-0.34
231,ENST00000372134,Andreev_GH_H3_hek_pieri_ribo_fixed_ends,1286,32290,5.16,0.38,1.86,0.04,1.0,4.89,-0.27
232,ENST00000372134,Andreev_interferon_E5_interferon_ars_4h_rpf,410,4975,2.49,0.77,1.85,0.08,0.99,2.4,-0.09
233,ENST00000372134,Andreev_interferon_E6_myxo_rpf,904,15857,3.6,0.54,1.84,0.06,0.99,3.41,-0.19
234,ENST00000372134,Andreev_interferon_E2_interferon_0_5hr_rpf,1354,28670,4.35,0.45,1.86,0.05,1.0,4.13,-0.22
235,ENST00000372134,Andreev_interferon_E4_interferon_rpf,1241,27640,4.57,0.43,1.86,0.04,1.0,4.33,-0.24
236,ENST00000372134,Andreev_interferon_E3_interferon_4h_rpf,908,19599,4.43,0.45,1.86,0.05,1.0,4.13,-0.3
237,ENST00000372134,Andreev_interferon_E1_control_rpf,935,21179,4.65,0.42,1.86,0.04,1.0,4.43,-0.22
