,transcript,file,orf_count,cds_count,ratio,prob_uORF_init_rpb,prob_cds_init_rpb,prob_uORF_init_raw,prob_cds_init_raw,initiation_ratio,ratio_diff_init_minus_full
48,ENST00000377294,Lintner17_SRR5227310,13,47,0.2,3.91,0.9,0.16,0.69,0.23,0.03
49,ENST00000377294,Park16_SRR3306586,13,92,0.39,2.22,1.25,0.09,0.96,0.56,0.17
50,ENST00000377294,Park16_SRR3306587,46,97,0.12,6.79,1.3,0.27,1.0,0.19,0.07
51,ENST00000377294,Park16_SRR3306589,31,117,0.21,3.85,1.3,0.15,1.0,0.34,0.13
52,ENST00000377294,Park16_SRR3306584,17,143,0.46,1.7,1.3,0.07,1.0,0.76,0.3
53,ENST00000377294,Werner15_SRR1610254,8,12,0.08,9.98,1.3,0.4,1.0,0.13,0.05
54,ENST00000377294,Andreev_K_series_K3_phendc3_ribo,8,476,3.27,0.41,1.3,0.02,1.0,3.17,-0.1
55,ENST00000377294,Andreev_K_series_K4_phendc3_ribo,15,420,1.54,0.85,1.29,0.03,0.99,1.52,-0.02
56,ENST00000377294,Andreev_K_series_K2_phendc3_ribo,14,401,1.57,0.83,1.29,0.03,1.0,1.55,-0.02
57,ENST00000377294,Andreev_K_series_K1_phendc3_ribo,15,400,1.47,0.9,1.3,0.04,1.0,1.44,-0.03
58,ENST00000377294,Andreev_GH_H1_hek_control_ribo,15,717,2.63,0.51,1.29,0.02,0.99,2.53,-0.1
59,ENST00000377294,Andreev_GH_H2_hek_myxo_ribo,19,584,1.69,0.78,1.29,0.03,0.99,1.65,-0.04
60,ENST00000377294,Andreev_GH_H4_hek_phendc3_ribo,7,540,4.24,0.32,1.3,0.01,1.0,4.06,-0.18
61,ENST00000377294,Andreev_GH_H3_hek_pieri_ribo,15,512,1.88,0.71,1.3,0.03,1.0,1.83,-0.05
62,ENST00000377294,Andreev_GH_H1_hek_control_ribo_old,15,716,2.62,0.51,1.29,0.02,0.99,2.53,-0.09
63,ENST00000377294,Andreev_GH_H2_hek_myxo_ribo_old,19,584,1.69,0.78,1.29,0.03,0.99,1.65,-0.04
64,ENST00000377294,Andreev_GH_H4_hek_phendc3_ribo_old,7,540,4.24,0.32,1.3,0.01,1.0,4.06,-0.18
65,ENST00000377294,Andreev_GH_H3_hek_pieri_ribo_old,15,511,1.87,0.71,1.3,0.03,1.0,1.83,-0.04
66,ENST00000377294,Andreev_GH_H1_hek_control_ribo_no3_mismatch,14,714,2.8,0.48,1.29,0.02,0.99,2.69,-0.11
67,ENST00000377294,Andreev_GH_H2_hek_myxo_ribo_no3_mismatch,19,581,1.68,0.78,1.29,0.03,0.99,1.65,-0.03
68,ENST00000377294,Andreev_GH_H4_hek_phendc3_ribo_no3_mismatch,7,535,4.2,0.32,1.3,0.01,1.0,4.06,-0.14
69,ENST00000377294,Andreev_GH_H3_hek_pieri_ribo_no3_mismatch,15,501,1.84,0.72,1.3,0.03,1.0,1.81,-0.03
70,ENST00000377294,Andreev_GH_H2_hek_myxo_ribo_no_mismatches,8,223,1.53,0.86,1.3,0.03,1.0,1.51,-0.02
71,ENST00000377294,Andreev_GH_H1_hek_control_ribo_fixed_ends,15,718,2.63,0.51,1.29,0.02,0.99,2.53,-0.1
72,ENST00000377294,Andreev_GH_H2_hek_myxo_ribo_fixed_ends,19,584,1.69,0.78,1.29,0.03,0.99,1.65,-0.04
73,ENST00000377294,Andreev_GH_H4_hek_phendc3_ribo_fixed_ends,7,540,4.24,0.32,1.3,0.01,1.0,4.06,-0.18
74,ENST00000377294,Andreev_GH_H3_hek_pieri_ribo_fixed_ends,15,512,1.88,0.71,1.3,0.03,1.0,1.83,-0.05
75,ENST00000377294,Andreev_interferon_E5_interferon_ars_4h_rpf,8,310,2.13,0.62,1.3,0.02,1.0,2.1,-0.03
76,ENST00000377294,Andreev_interferon_E6_myxo_rpf,12,325,1.49,0.87,1.29,0.03,0.99,1.48,-0.01
77,ENST00000377294,Andreev_interferon_E2_interferon_0_5hr_rpf,16,516,1.77,0.75,1.29,0.03,0.99,1.72,-0.05
78,ENST00000377294,Andreev_interferon_E4_interferon_rpf,11,564,2.82,0.48,1.3,0.02,1.0,2.71,-0.11
79,ENST00000377294,Andreev_interferon_E3_interferon_4h_rpf,12,365,1.67,0.79,1.3,0.03,1.0,1.65,-0.02
80,ENST00000377294,Calviello16_SRR2433794,27,153,0.31,3.66,1.28,0.15,0.99,0.35,0.04
81,ENST00000377294,Guo14_SRR1598975,28,34,0.07,10.91,1.3,0.44,1.0,0.12,0.05
82,ENST00000377294,Andreev_I_series_I4_mechanotranslation_ribo,13,497,2.1,0.62,1.29,0.02,0.99,2.08,-0.02
83,ENST00000377294,Andreev_I_series_I1_mechanotranslation_ribo,8,502,3.45,0.39,1.3,0.02,1.0,3.33,-0.12
84,ENST00000377294,Andreev_I_series_I3_mechanotranslation_ribo,12,488,2.24,0.59,1.3,0.02,1.0,2.2,-0.04
85,ENST00000377294,Andreev_I_series_I2_mechanotranslation_ribo,8,533,3.66,0.37,1.3,0.01,1.0,3.51,-0.15
86,ENST00000377294,Kirchner17_SRR2818787,10,31,0.17,6.08,1.3,0.24,1.0,0.21,0.04
87,ENST00000377294,Kirchner17_SRR2818789,11,83,0.41,2.59,1.21,0.1,0.93,0.47,0.06
88,ENST00000377294,Crappe15_SRR1333393,10,29,0.16,4.99,1.3,0.2,1.0,0.26,0.1
89,ENST00000377294,Sidrauski15_SRR1795427,17,47,0.15,6.06,1.3,0.24,1.0,0.21,0.06
90,ENST00000377294,Sidrauski15_SRR1795425,11,42,0.21,4.9,1.3,0.2,1.0,0.27,0.06
91,ENST00000377294,Sidrauski15_SRR1795428,6,38,0.35,3.4,1.3,0.14,1.0,0.38,0.03
92,ENST00000377294,Sidrauski15_SRR1795437,7,33,0.26,4.37,1.3,0.17,1.0,0.3,0.04
93,ENST00000377294,Sidrauski15_SRR1795434,6,26,0.24,4.54,1.3,0.18,1.0,0.29,0.05
94,ENST00000377294,Sidrauski15_SRR1795435,8,32,0.22,4.99,1.3,0.2,1.0,0.26,0.04
95,ENST00000377294,Sidrauski15_SRR1795439,6,44,0.4,2.99,1.3,0.12,1.0,0.43,0.03
96,ENST00000377294,Tirosh15_SRR2064018,7,38,0.3,3.88,1.3,0.16,1.0,0.34,0.04
97,ENST00000377294,Tirosh15_SRR2064020,6,21,0.19,5.16,1.3,0.21,1.0,0.25,0.06
98,ENST00000377294,Cenik15_SRR1803184,6,10,0.09,9.35,1.3,0.38,1.0,0.14,0.05
99,ENST00000377294,Cenik15_SRR1803178,8,16,0.11,7.98,1.3,0.32,1.0,0.16,0.05
100,ENST00000377294,Cenik15_SRR1803155,13,103,0.44,2.73,1.3,0.11,1.0,0.48,0.04
101,ENST00000377294,Cenik15_SRR1803157,6,22,0.2,5.35,1.3,0.21,1.0,0.24,0.04
102,ENST00000377294,Cenik15_SRR1803190,6,29,0.27,4.28,1.3,0.17,1.0,0.3,0.03
103,ENST00000377294,Zur16_SRR2536863,36,21,0.03,15.75,1.3,0.63,1.0,0.08,0.05
104,ENST00000377294,Zur16_SRR2536865,34,23,0.04,14.88,1.3,0.6,1.0,0.09,0.05
105,ENST00000377294,Zur16_SRR2536864,34,19,0.03,16.0,1.3,0.64,1.0,0.08,0.05
106,ENST00000377294,Zur16_SRR2536866,27,16,0.03,15.66,1.3,0.63,1.0,0.08,0.05
107,ENST00000377294,Zhang17_SRR5227449,6,59,0.54,1.97,1.13,0.08,0.87,0.57,0.03
108,ENST00000377294,Zhang17_SRR5227448,18,96,0.29,3.9,1.3,0.16,1.0,0.33,0.04
109,ENST00000377294,Oh16_SRR2096964,13,40,0.17,5.9,1.3,0.24,1.0,0.22,0.05
110,ENST00000377294,Khajuria18_SRR4450327,7,26,0.2,5.14,1.3,0.21,1.0,0.25,0.05
111,ENST00000377294,Khajuria18_SRR4450331,12,15,0.07,11.09,1.3,0.44,1.0,0.12,0.05
