,transcript,file,orf_count,cds_count,ratio,prob_uORF_init_rpb,prob_cds_init_rpb,prob_uORF_init_raw,prob_cds_init_raw,initiation_ratio,ratio_diff_init_minus_full
25,ENST00000254998,Battle15_SRR1585501,92,57,0.61,1.73,1.74,0.65,1.0,1.01,0.4
26,ENST00000254998,Battle15_SRR1585525,147,34,0.23,2.21,1.69,0.84,0.97,0.76,0.53
27,ENST00000254998,Battle15_SRR1585524,107,64,0.59,1.72,1.64,0.65,0.94,0.95,0.36
28,ENST00000254998,Battle15_SRR1585527,167,7,0.04,2.46,0.68,0.93,0.39,0.28,0.24
29,ENST00000254998,Battle15_SRR1585526,104,21,0.2,2.29,1.74,0.87,1.0,0.76,0.56
30,ENST00000254998,Battle15_SRR1585521,100,55,0.54,1.83,1.71,0.69,0.98,0.93,0.39
31,ENST00000254998,Battle15_SRR1585520,76,32,0.41,1.85,1.33,0.7,0.76,0.72,0.31
32,ENST00000254998,Battle15_SRR1585523,141,90,0.63,1.86,1.69,0.7,0.97,0.91,0.28
33,ENST00000254998,Battle15_SRR1585522,129,83,0.63,1.66,1.64,0.63,0.94,0.99,0.36
34,ENST00000254998,Battle15_SRR1585547,145,105,0.71,1.63,1.71,0.61,0.98,1.05,0.34
35,ENST00000254998,Battle15_SRR1585549,280,137,0.48,1.92,1.67,0.73,0.96,0.87,0.39
36,ENST00000254998,Battle15_SRR1585545,92,56,0.6,1.66,1.63,0.63,0.93,0.98,0.38
37,ENST00000254998,Battle15_SRR1585529,149,132,0.87,1.55,1.54,0.58,0.89,0.99,0.12
38,ENST00000254998,Battle15_SRR1585528,181,79,0.43,2.06,1.74,0.78,1.0,0.84,0.41
39,ENST00000254998,Battle15_SRR1585541,223,136,0.6,1.8,1.69,0.68,0.97,0.94,0.34
40,ENST00000254998,Battle15_SRR1585543,150,32,0.21,2.27,1.74,0.86,1.0,0.77,0.56
41,ENST00000254998,Battle15_SRR1585546,52,15,0.28,2.19,1.74,0.83,1.0,0.79,0.51
42,ENST00000254998,Battle15_SRR1585499,29,17,0.58,1.67,1.74,0.63,1.0,1.04,0.46
43,ENST00000254998,Battle15_SRR1585498,311,160,0.5,1.95,1.74,0.74,1.0,0.89,0.39
44,ENST00000254998,Battle15_SRR1585542,167,90,0.53,1.82,1.72,0.69,0.99,0.95,0.42
45,ENST00000254998,Battle15_SRR1585495,57,30,0.52,1.82,1.74,0.69,1.0,0.96,0.44
46,ENST00000254998,Battle15_SRR1585494,186,114,0.6,1.73,1.65,0.65,0.95,0.95,0.35
47,ENST00000254998,Battle15_SRR1585497,102,38,0.37,2.03,1.54,0.77,0.88,0.76,0.39
48,ENST00000254998,Battle15_SRR1585496,111,61,0.54,1.83,1.71,0.69,0.98,0.93,0.39
49,ENST00000254998,Battle15_SRR1585491,133,48,0.35,2.04,1.74,0.77,1.0,0.85,0.5
50,ENST00000254998,Battle15_SRR1585490,147,114,0.76,1.67,1.61,0.63,0.93,0.96,0.2
51,ENST00000254998,Battle15_SRR1585493,118,42,0.35,2.03,1.74,0.77,1.0,0.86,0.51
52,ENST00000254998,Battle15_SRR1585492,142,40,0.28,1.9,1.18,0.72,0.68,0.62,0.34
53,ENST00000254998,Battle15_SRR1585518,156,80,0.5,1.94,1.6,0.73,0.92,0.82,0.32
54,ENST00000254998,Battle15_SRR1585519,131,80,0.6,1.79,1.51,0.68,0.87,0.84,0.24
55,ENST00000254998,Battle15_SRR1585540,56,127,2.22,0.81,1.73,0.3,0.99,2.14,-0.08
56,ENST00000254998,Battle15_SRR1585557,82,68,0.81,1.45,1.74,0.55,1.0,1.2,0.39
57,ENST00000254998,Battle15_SRR1585510,167,125,0.73,1.63,1.69,0.62,0.97,1.04,0.31
58,ENST00000254998,Battle15_SRR1585511,152,81,0.52,1.9,1.74,0.72,1.0,0.92,0.4
59,ENST00000254998,Battle15_SRR1585512,103,55,0.52,1.7,1.6,0.64,0.92,0.94,0.42
60,ENST00000254998,Battle15_SRR1585513,60,66,1.08,1.64,1.74,0.62,1.0,1.06,-0.02
61,ENST00000254998,Battle15_SRR1585514,89,69,0.76,1.57,1.69,0.59,0.97,1.08,0.32
62,ENST00000254998,Battle15_SRR1585515,99,62,0.61,1.85,1.61,0.7,0.93,0.87,0.26
63,ENST00000254998,Battle15_SRR1585516,115,82,0.7,1.65,1.66,0.62,0.95,1.01,0.31
64,ENST00000254998,Battle15_SRR1585517,112,45,0.39,2.13,1.74,0.81,1.0,0.82,0.43
65,ENST00000254998,Battle15_SRR1585536,190,45,0.23,2.21,1.7,0.83,0.98,0.77,0.54
66,ENST00000254998,Battle15_SRR1585534,29,29,0.98,1.32,1.74,0.5,1.0,1.32,0.34
67,ENST00000254998,Battle15_SRR1585535,70,22,0.31,2.15,1.67,0.81,0.96,0.78,0.47
68,ENST00000254998,Battle15_SRR1585532,68,109,1.57,1.08,1.74,0.41,1.0,1.61,0.04
69,ENST00000254998,Battle15_SRR1585533,111,26,0.23,2.23,1.74,0.84,1.0,0.78,0.55
70,ENST00000254998,Battle15_SRR1585530,109,27,0.24,2.24,1.74,0.84,1.0,0.78,0.54
71,ENST00000254998,Battle15_SRR1585531,114,46,0.4,1.89,1.74,0.71,1.0,0.92,0.52
72,ENST00000254998,Battle15_SRR1585554,139,102,0.72,1.65,1.71,0.62,0.98,1.04,0.32
73,ENST00000254998,Battle15_SRR1585555,100,89,0.87,1.46,1.65,0.55,0.95,1.13,0.26
74,ENST00000254998,Battle15_SRR1585556,200,154,0.76,1.58,1.7,0.6,0.97,1.08,0.32
75,ENST00000254998,Battle15_SRR1585544,80,56,0.69,1.64,1.74,0.62,1.0,1.06,0.37
76,ENST00000254998,Battle15_SRR1585550,117,34,0.29,2.06,1.64,0.78,0.94,0.8,0.51
77,ENST00000254998,Battle15_SRR1585551,242,107,0.43,1.92,1.69,0.73,0.97,0.88,0.45
78,ENST00000254998,Battle15_SRR1585538,102,64,0.62,1.63,1.74,0.61,1.0,1.07,0.45
79,ENST00000254998,Battle15_SRR1585539,125,79,0.62,1.7,1.62,0.64,0.93,0.95,0.33
80,ENST00000254998,Battle15_SRR1585553,103,71,0.68,1.69,1.61,0.64,0.92,0.95,0.27
81,ENST00000254998,Xu16_SRR1758378,35,46,1.29,1.29,1.74,0.49,1.0,1.35,0.06
82,ENST00000254998,Xu16_SRR1758379,8,26,3.19,0.66,1.68,0.25,0.96,2.55,-0.64
83,ENST00000254998,Xu16_SRR1758411,86,54,0.62,1.79,1.65,0.68,0.95,0.92,0.3
84,ENST00000254998,Xu16_SRR1758410,124,50,0.4,2.06,1.71,0.78,0.98,0.83,0.43
85,ENST00000254998,Xu16_SRR1758413,87,43,0.48,2.04,1.66,0.77,0.96,0.81,0.33
86,ENST00000254998,Xu16_SRR1758412,122,42,0.34,2.1,1.74,0.79,1.0,0.83,0.49
87,ENST00000254998,Xu16_SRR1758392,17,12,0.69,1.67,1.74,0.63,1.0,1.04,0.35
88,ENST00000254998,Xu16_SRR1758393,19,9,0.46,1.93,1.74,0.73,1.0,0.9,0.44
89,ENST00000254998,Xu16_SRR1758390,22,14,0.62,2.01,1.74,0.76,1.0,0.87,0.25
90,ENST00000254998,Xu16_SRR1758396,21,11,0.51,2.32,1.74,0.88,1.0,0.75,0.24
91,ENST00000254998,Xu16_SRR1758397,14,9,0.63,1.76,1.74,0.67,1.0,0.99,0.36
92,ENST00000254998,Xu16_SRR1758395,15,11,0.72,1.65,1.6,0.62,0.92,0.97,0.25
93,ENST00000254998,Xu16_SRR1758408,74,37,0.49,1.94,1.7,0.73,0.97,0.88,0.39
94,ENST00000254998,Xu16_SRR1758409,97,39,0.39,1.99,1.7,0.75,0.97,0.85,0.46
95,ENST00000254998,Xu16_SRR1758406,80,40,0.49,2.08,1.74,0.78,1.0,0.84,0.35
96,ENST00000254998,Xu16_SRR1758407,100,43,0.42,2.13,1.74,0.81,1.0,0.82,0.4
97,ENST00000254998,Xu16_SRR1758381,43,36,0.82,1.56,1.69,0.59,0.97,1.08,0.26
98,ENST00000254998,Xu16_SRR1758380,48,30,0.61,1.74,1.69,0.66,0.97,0.97,0.36
99,ENST00000254998,Andreev_HCT116_M3_ribo,65,277,4.18,0.54,1.71,0.21,0.98,3.17,-1.01
100,ENST00000254998,Andreev_HCT116_G2_hct116_myxo_ribo,92,818,8.72,0.28,1.72,0.1,0.99,6.14,-2.58
101,ENST00000254998,Andreev_HCT116_G3_hct116_pieri_ribo,103,771,7.34,0.33,1.73,0.12,0.99,5.24,-2.1
102,ENST00000254998,Andreev_HCT116_G6_hct116_sca_pieri_ribo,153,868,5.57,0.38,1.56,0.14,0.9,4.11,-1.46
103,ENST00000254998,Andreev_HCT116_M4_ribo,75,387,5.06,0.43,1.65,0.16,0.95,3.84,-1.22
104,ENST00000254998,Andreev_HCT116_G5_hct116_sca_myxo_ribo,128,799,6.12,0.38,1.73,0.14,1.0,4.55,-1.57
105,ENST00000254998,Andreev_HCT116_M1_ribo,128,562,4.31,0.53,1.7,0.2,0.98,3.21,-1.1
106,ENST00000254998,Andreev_HCT116_G1_hct116_control_ribo,137,1000,7.16,0.33,1.7,0.12,0.98,5.15,-2.01
107,ENST00000254998,Andreev_HCT116_G4_hct116_sca_control_ribo,99,876,8.68,0.27,1.67,0.1,0.96,6.19,-2.49
108,ENST00000254998,Andreev_HCT116_M2_ribo,82,524,6.27,0.38,1.73,0.14,0.99,4.55,-1.72
109,ENST00000254998,Lintner17_SRR5227308,75,276,3.61,0.59,1.72,0.22,0.99,2.92,-0.69
110,ENST00000254998,Lintner17_SRR5227304,46,241,5.14,0.45,1.73,0.17,1.0,3.84,-1.3
111,ENST00000254998,Lintner17_SRR5227305,34,192,5.54,0.42,1.72,0.16,0.99,4.1,-1.44
112,ENST00000254998,Lintner17_SRR5227306,65,262,3.95,0.54,1.73,0.21,0.99,3.2,-0.75
113,ENST00000254998,Lintner17_SRR5227300,52,285,5.38,0.44,1.73,0.17,0.99,3.93,-1.45
114,ENST00000254998,Lintner17_SRR5227301,30,237,7.75,0.31,1.7,0.12,0.98,5.48,-2.27
115,ENST00000254998,Lintner17_SRR5227302,48,279,5.7,0.42,1.67,0.16,0.96,3.98,-1.72
116,ENST00000254998,Lintner17_SRR5227303,30,128,4.19,0.56,1.69,0.21,0.97,3.02,-1.17
117,ENST00000254998,Lintner17_SRR5227298,14,130,9.11,0.27,1.73,0.1,0.99,6.41,-2.7
118,ENST00000254998,Lintner17_SRR5227299,30,205,6.7,0.37,1.73,0.14,1.0,4.68,-2.02
119,ENST00000254998,Lintner17_SRR5227296,9,157,17.11,0.14,1.72,0.05,0.99,12.29,-4.82
120,ENST00000254998,Lintner17_SRR5227297,74,416,5.52,0.41,1.7,0.16,0.98,4.15,-1.37
121,ENST00000254998,Lintner17_SRR5227294,45,391,8.52,0.28,1.71,0.11,0.98,6.11,-2.41
122,ENST00000254998,Lintner17_SRR5227295,43,313,7.14,0.33,1.72,0.12,0.99,5.21,-1.93
123,ENST00000254998,Lintner17_SRR5227292,78,464,5.84,0.42,1.69,0.16,0.97,4.02,-1.82
124,ENST00000254998,Lintner17_SRR5227293,31,187,5.92,0.41,1.71,0.15,0.98,4.17,-1.75
125,ENST00000254998,Lintner17_SRR5227290,44,221,4.93,0.49,1.73,0.18,1.0,3.53,-1.4
126,ENST00000254998,Lintner17_SRR5227291,40,216,5.3,0.43,1.7,0.16,0.98,3.95,-1.35
127,ENST00000254998,Lintner17_SRR5227312,553,317,0.56,1.16,0.7,0.44,0.4,0.6,0.04
128,ENST00000254998,Lintner17_SRR5227310,684,402,0.58,1.19,0.76,0.45,0.44,0.64,0.06
129,ENST00000254998,Lintner17_SRR5227289,52,199,3.75,0.59,1.73,0.22,0.99,2.93,-0.82
130,ENST00000254998,Lintner17_SRR5227288,43,159,3.63,0.61,1.71,0.23,0.98,2.8,-0.83
131,ENST00000254998,Park17_SRR5413158,10,15,1.47,1.2,1.74,0.45,1.0,1.45,-0.02
132,ENST00000254998,Park17_SRR5413155,26,27,1.02,1.5,1.74,0.57,1.0,1.16,0.14
133,ENST00000254998,Park17_SRR5413156,18,27,1.47,1.11,1.74,0.42,1.0,1.57,0.1
134,ENST00000254998,Park17_SRR5413157,13,10,0.75,1.5,1.74,0.57,1.0,1.16,0.41
135,ENST00000254998,Park16_SRR3306585,107,78,0.72,1.86,1.74,0.7,1.0,0.94,0.22
136,ENST00000254998,Park16_SRR3306586,116,84,0.71,1.84,1.74,0.69,1.0,0.95,0.24
137,ENST00000254998,Park16_SRR3306587,284,210,0.73,1.8,1.67,0.68,0.96,0.93,0.2
138,ENST00000254998,Park16_SRR3306583,805,591,0.72,2.07,1.74,0.78,1.0,0.84,0.12
139,ENST00000254998,Park16_SRR3306589,768,400,0.51,1.93,1.64,0.73,0.94,0.85,0.34
140,ENST00000254998,Park16_SRR3306588,327,252,0.76,1.67,1.74,0.63,1.0,1.04,0.28
141,ENST00000254998,Park16_SRR3306584,778,333,0.42,1.97,1.68,0.75,0.97,0.85,0.43
142,ENST00000254998,Werner15_SRR1610250,17,19,1.1,1.25,1.65,0.47,0.95,1.32,0.22
143,ENST00000254998,Werner15_SRR1610251,27,33,1.2,1.23,1.74,0.47,1.0,1.41,0.21
144,ENST00000254998,Werner15_SRR1610252,12,6,0.49,1.76,1.74,0.67,1.0,0.99,0.5
145,ENST00000254998,Werner15_SRR1610256,42,25,0.58,1.66,1.74,0.63,1.0,1.05,0.47
146,ENST00000254998,Werner15_SRR1610257,23,23,0.98,1.65,1.74,0.62,1.0,1.05,0.07
147,ENST00000254998,Werner15_SRR2086031,15,24,1.57,1.05,1.74,0.39,1.0,1.66,0.09
148,ENST00000254998,Werner15_SRR1610249,12,26,2.13,0.88,1.74,0.33,1.0,1.98,-0.15
149,ENST00000254998,Werner15_SRR1610248,42,57,1.33,1.16,1.74,0.44,1.0,1.5,0.17
150,ENST00000254998,Werner15_SRR1610247,18,25,1.36,1.16,1.74,0.44,1.0,1.5,0.14
151,ENST00000254998,Werner15_SRR1610246,37,40,1.06,1.24,1.62,0.47,0.93,1.31,0.25
152,ENST00000254998,Werner15_SRR1610245,14,24,1.68,0.98,1.74,0.37,1.0,1.78,0.1
153,ENST00000254998,Werner15_SRR1610244,49,88,1.76,0.98,1.7,0.37,0.98,1.73,-0.03
154,ENST00000254998,Werner15_SRR2086029,108,156,1.42,1.22,1.74,0.46,1.0,1.43,0.01
155,ENST00000254998,Werner15_SRR2086028,38,39,1.01,1.34,1.74,0.51,1.0,1.3,0.29
156,ENST00000254998,Werner15_SRR2086025,39,60,1.51,1.19,1.69,0.45,0.97,1.42,-0.09
157,ENST00000254998,Werner15_SRR2086027,15,84,5.49,0.41,1.74,0.16,1.0,4.24,-1.25
158,ENST00000254998,Werner15_SRR2086026,8,39,4.78,0.31,0.98,0.12,0.57,3.16,-1.62
159,ENST00000254998,Andreev_K_series_K3_phendc3_ribo,167,748,4.39,0.51,1.73,0.19,1.0,3.39,-1.0
160,ENST00000254998,Andreev_K_series_K4_phendc3_ribo,197,800,3.98,0.55,1.71,0.21,0.98,3.11,-0.87
161,ENST00000254998,Andreev_K_series_K2_phendc3_ribo,155,827,5.23,0.44,1.73,0.16,0.99,3.93,-1.3
162,ENST00000254998,Andreev_K_series_K1_phendc3_ribo,171,833,4.78,0.48,1.73,0.18,0.99,3.6,-1.18
163,ENST00000254998,Andreev15_SRR1173905,7,20,2.8,0.93,1.74,0.35,1.0,1.87,-0.93
164,ENST00000254998,Andreev15_SRR1173913,15,46,3.01,0.67,1.67,0.25,0.96,2.49,-0.52
165,ENST00000254998,Andreev15_SRR1173909,18,102,5.56,0.4,1.66,0.15,0.95,4.15,-1.41
166,ENST00000254998,Ji16_SRR1802152,17,19,1.1,1.41,1.74,0.53,1.0,1.23,0.13
167,ENST00000254998,Ji16_SRR1802153,36,45,1.23,1.34,1.74,0.51,1.0,1.3,0.07
168,ENST00000254998,Ji16_SRR1802157,22,8,0.36,2.33,1.55,0.88,0.89,0.67,0.31
169,ENST00000254998,Ji16_SRR1802154,30,29,0.95,1.44,1.68,0.55,0.97,1.17,0.22
170,ENST00000254998,Ji16_SRR1802129,16,15,0.92,1.57,1.74,0.59,1.0,1.11,0.19
171,ENST00000254998,Ji16_SRR1802148,38,37,0.96,1.42,1.7,0.54,0.97,1.2,0.24
172,ENST00000254998,Ji16_SRR1802141,38,36,0.93,1.48,1.74,0.56,1.0,1.18,0.25
173,ENST00000254998,Ji16_SRR1802140,18,36,1.96,0.95,1.74,0.36,1.0,1.83,-0.13
174,ENST00000254998,Ji16_SRR1802142,49,40,0.8,1.56,1.7,0.59,0.98,1.09,0.29
175,ENST00000254998,Ji16_SRR1802147,47,40,0.83,1.62,1.74,0.61,1.0,1.07,0.24
176,ENST00000254998,Ji16_SRR1802146,13,20,1.51,1.15,1.66,0.43,0.95,1.44,-0.07
177,ENST00000254998,Ji16_SRR1802138,29,39,1.32,1.37,1.74,0.52,1.0,1.27,-0.05
178,ENST00000254998,Ji16_SRR1802139,113,55,0.48,2.01,1.68,0.76,0.96,0.84,0.36
179,ENST00000254998,Ji16_SRR1802130,16,42,2.58,0.81,1.7,0.31,0.98,2.1,-0.48
180,ENST00000254998,Ji16_SRR1802131,22,34,1.52,1.19,1.74,0.45,1.0,1.46,-0.06
181,ENST00000254998,Ji16_SRR1802132,24,25,1.02,1.32,1.61,0.5,0.93,1.22,0.2
182,ENST00000254998,Ji16_SRR1802133,8,6,0.74,1.51,1.49,0.57,0.86,0.99,0.25
183,ENST00000254998,Ji16_SRR1802136,14,6,0.42,1.76,1.49,0.67,0.86,0.85,0.43
184,ENST00000254998,Ji16_SRR1802137,19,42,2.17,0.88,1.74,0.33,1.0,1.98,-0.19
185,ENST00000254998,Elkon15_SRR1916550,17,18,1.04,1.41,1.74,0.53,1.0,1.23,0.19
186,ENST00000254998,Elkon15_SRR1916551,18,12,0.65,1.59,1.74,0.6,1.0,1.09,0.44
187,ENST00000254998,Elkon15_SRR1916549,68,48,0.69,1.73,1.74,0.65,1.0,1.01,0.32
188,ENST00000254998,Elkon15_SRR1916548,60,35,0.57,1.78,1.69,0.67,0.97,0.95,0.38
189,ENST00000254998,Elkon15_SRR1916543,160,104,0.64,1.86,1.73,0.7,0.99,0.93,0.29
190,ENST00000254998,Elkon15_SRR1916542,70,40,0.56,1.85,1.74,0.7,1.0,0.94,0.38
191,ENST00000254998,Elkon15_SRR1916547,58,29,0.49,1.9,1.74,0.72,1.0,0.92,0.43
192,ENST00000254998,Elkon15_SRR1916546,43,31,0.71,1.63,1.74,0.61,1.0,1.07,0.36
193,ENST00000254998,Elkon15_SRR1916545,98,77,0.77,1.65,1.74,0.62,1.0,1.05,0.28
194,ENST00000254998,Andreev_GH_H1_hek_control_ribo,177,1217,6.75,0.35,1.72,0.13,0.99,4.91,-1.84
195,ENST00000254998,Andreev_GH_H2_hek_myxo_ribo,146,845,5.68,0.41,1.72,0.15,0.98,4.2,-1.48
196,ENST00000254998,Andreev_GH_H4_hek_phendc3_ribo,113,940,8.16,0.29,1.71,0.11,0.98,5.9,-2.26
197,ENST00000254998,Andreev_GH_H3_hek_pieri_ribo,110,844,7.53,0.31,1.72,0.12,0.98,5.55,-1.98
198,ENST00000254998,Andreev_GH_H1_hek_control_ribo_old,177,1217,6.75,0.35,1.72,0.13,0.99,4.91,-1.84
199,ENST00000254998,Andreev_GH_H2_hek_myxo_ribo_old,146,844,5.67,0.41,1.72,0.15,0.98,4.2,-1.47
200,ENST00000254998,Andreev_GH_H4_hek_phendc3_ribo_old,113,940,8.16,0.29,1.71,0.11,0.98,5.9,-2.26
201,ENST00000254998,Andreev_GH_H3_hek_pieri_ribo_old,110,844,7.53,0.31,1.72,0.12,0.98,5.55,-1.98
202,ENST00000254998,Andreev_GH_H1_hek_control_ribo_no3_mismatch,176,1207,6.73,0.35,1.72,0.13,0.99,4.91,-1.82
203,ENST00000254998,Andreev_GH_H2_hek_myxo_ribo_no3_mismatch,145,846,5.72,0.4,1.72,0.15,0.98,4.3,-1.42
204,ENST00000254998,Andreev_GH_H4_hek_phendc3_ribo_no3_mismatch,111,920,8.13,0.29,1.71,0.11,0.98,5.9,-2.23
205,ENST00000254998,Andreev_GH_H3_hek_pieri_ribo_no3_mismatch,108,827,7.51,0.31,1.71,0.12,0.98,5.52,-1.99
206,ENST00000254998,Andreev_GH_H1_hek_control_ribo_no_mismatches,61,449,7.22,0.32,1.71,0.12,0.98,5.34,-1.88
207,ENST00000254998,Andreev_GH_H2_hek_myxo_ribo_no_mismatches,65,267,4.03,0.54,1.68,0.2,0.97,3.11,-0.92
208,ENST00000254998,Andreev_GH_H4_hek_phendc3_ribo_no_mismatches,47,369,7.7,0.31,1.69,0.12,0.97,5.45,-2.25
209,ENST00000254998,Andreev_GH_H3_hek_pieri_ribo_no_mismatches,42,258,6.03,0.37,1.69,0.14,0.97,4.57,-1.46
210,ENST00000254998,Andreev_GH_H1_hek_control_ribo_fixed_ends,177,1219,6.76,0.35,1.72,0.13,0.99,4.91,-1.85
211,ENST00000254998,Andreev_GH_H2_hek_myxo_ribo_fixed_ends,146,847,5.69,0.41,1.72,0.15,0.98,4.2,-1.49
212,ENST00000254998,Andreev_GH_H4_hek_phendc3_ribo_fixed_ends,113,940,8.16,0.29,1.71,0.11,0.98,5.9,-2.26
213,ENST00000254998,Andreev_GH_H3_hek_pieri_ribo_fixed_ends,110,844,7.53,0.31,1.72,0.12,0.98,5.55,-1.98
214,ENST00000254998,Andreev_interferon_E5_interferon_ars_4h_rpf,35,182,5.1,0.44,1.68,0.17,0.96,3.82,-1.28
215,ENST00000254998,Andreev_interferon_E6_myxo_rpf,115,374,3.19,0.63,1.63,0.24,0.94,2.59,-0.6
216,ENST00000254998,Andreev_interferon_E2_interferon_0_5hr_rpf,116,763,6.45,0.37,1.72,0.14,0.99,4.65,-1.8
217,ENST00000254998,Andreev_interferon_E4_interferon_rpf,119,814,6.71,0.36,1.72,0.13,0.99,4.78,-1.93
218,ENST00000254998,Andreev_interferon_E3_interferon_4h_rpf,113,575,4.99,0.48,1.73,0.18,0.99,3.6,-1.39
219,ENST00000254998,Andreev_interferon_E1_control_rpf,86,700,7.99,0.3,1.73,0.11,0.99,5.77,-2.22
220,ENST00000254998,Calviello16_SRR2433794,201,120,0.59,1.85,1.73,0.7,0.99,0.94,0.35
221,ENST00000254998,Guo14_SRR1598975,549,302,0.54,2.05,1.74,0.77,1.0,0.85,0.31
222,ENST00000254998,Guo14_SRR1598971,42,17,0.4,2.06,1.74,0.78,1.0,0.84,0.44
223,ENST00000254998,Guo14_SRR1598981,269,181,0.66,2.1,1.74,0.79,1.0,0.83,0.17
224,ENST00000254998,Andreev_I_series_I4_mechanotranslation_ribo,142,806,5.57,0.4,1.69,0.15,0.97,4.22,-1.35
225,ENST00000254998,Andreev_I_series_I1_mechanotranslation_ribo,93,698,7.36,0.33,1.73,0.12,0.99,5.24,-2.12
226,ENST00000254998,Andreev_I_series_I3_mechanotranslation_ribo,128,717,5.5,0.42,1.72,0.16,0.99,4.1,-1.4
227,ENST00000254998,Andreev_I_series_I2_mechanotranslation_ribo,130,681,5.14,0.45,1.73,0.17,1.0,3.84,-1.3
228,ENST00000254998,Kirchner17_SRR2818787,588,123,0.21,2.34,1.43,0.88,0.82,0.61,0.4
229,ENST00000254998,Kirchner17_SRR2818791,344,70,0.2,2.08,1.08,0.79,0.62,0.52,0.32
230,ENST00000254998,Kirchner17_SRR2818789,875,125,0.14,2.0,0.68,0.75,0.39,0.34,0.2
231,ENST00000254998,Iwasaki16_SRR2075937,21,56,2.62,0.73,1.74,0.28,1.0,2.38,-0.24
232,ENST00000254998,Iwasaki16_SRR2075936,46,52,1.11,1.35,1.74,0.51,1.0,1.29,0.18
233,ENST00000254998,Iwasaki16_SRR2075938,8,8,0.98,1.18,1.39,0.44,0.8,1.18,0.2
234,ENST00000254998,Iwasaki16_SRR2075926,11,49,4.37,0.49,1.74,0.19,1.0,3.55,-0.82
235,ENST00000254998,Iwasaki16_SRR2075927,17,18,1.04,1.41,1.74,0.53,1.0,1.23,0.19
236,ENST00000254998,Iwasaki16_SRR2075925,21,50,2.34,0.79,1.71,0.3,0.98,2.16,-0.18
237,ENST00000254998,Iwasaki16_SRR2075929,64,7,0.11,2.53,1.74,0.96,1.0,0.69,0.58
238,ENST00000254998,Crappe15_SRR1333394,272,144,0.52,1.84,1.61,0.7,0.92,0.88,0.36
239,ENST00000254998,Crappe15_SRR1333393,164,54,0.32,2.37,1.74,0.9,1.0,0.73,0.41
240,ENST00000254998,Sidrauski15_SRR1795427,103,104,0.99,1.53,1.74,0.58,1.0,1.14,0.15
241,ENST00000254998,Sidrauski15_SRR1795426,47,47,0.98,1.46,1.74,0.55,1.0,1.19,0.21
