,transcript,file,orf_count,cds_count,ratio,prob_uORF_init_rpb,prob_cds_init_rpb,prob_uORF_init_raw,prob_cds_init_raw,initiation_ratio,ratio_diff_init_minus_full
110,ENST00000369535,Andreev_HCT116_G1_hct116_control_ribo,149,2501,3.1,2.17,6.93,0.05,0.94,3.19,0.09
111,ENST00000369535,Andreev_HCT116_G4_hct116_sca_control_ribo,94,2884,5.66,1.18,6.73,0.03,0.91,5.7,0.04
112,ENST00000369535,Andreev_HCT116_M2_ribo,185,1600,1.6,4.15,7.18,0.1,0.97,1.73,0.13
113,ENST00000369535,Lintner17_SRR5227308,176,915,0.96,6.52,7.16,0.16,0.97,1.1,0.14
114,ENST00000369535,Lintner17_SRR5227304,155,992,1.18,5.47,7.22,0.13,0.98,1.32,0.14
115,ENST00000369535,Lintner17_SRR5227305,102,604,1.09,5.95,7.36,0.15,1.0,1.24,0.15
116,ENST00000369535,Lintner17_SRR5227306,159,782,0.91,6.81,7.22,0.17,0.98,1.06,0.15
117,ENST00000369535,Lintner17_SRR5227300,158,849,0.99,6.35,7.26,0.16,0.98,1.14,0.15
118,ENST00000369535,Lintner17_SRR5227301,141,792,1.04,6.13,7.28,0.15,0.99,1.19,0.15
119,ENST00000369535,Lintner17_SRR5227302,228,1075,0.87,7.09,7.24,0.17,0.98,1.02,0.15
120,ENST00000369535,Lintner17_SRR5227303,91,374,0.76,7.88,7.09,0.19,0.96,0.9,0.14
121,ENST00000369535,Lintner17_SRR5227298,73,362,0.92,6.85,7.31,0.17,0.99,1.07,0.15
122,ENST00000369535,Lintner17_SRR5227299,93,685,1.36,4.87,7.32,0.12,0.99,1.5,0.14
123,ENST00000369535,Lintner17_SRR5227296,87,474,1.01,6.2,7.17,0.15,0.97,1.16,0.15
124,ENST00000369535,Lintner17_SRR5227297,281,1407,0.92,6.77,7.29,0.17,0.99,1.08,0.16
125,ENST00000369535,Lintner17_SRR5227294,215,1033,0.89,6.89,7.17,0.17,0.97,1.04,0.15
126,ENST00000369535,Lintner17_SRR5227295,183,770,0.78,7.7,7.18,0.19,0.97,0.93,0.15
127,ENST00000369535,Lintner17_SRR5227292,347,1830,0.97,6.52,7.3,0.16,0.99,1.12,0.15
128,ENST00000369535,Lintner17_SRR5227293,133,493,0.68,8.65,7.24,0.21,0.98,0.84,0.16
129,ENST00000369535,Lintner17_SRR5227290,91,629,1.28,5.14,7.28,0.13,0.99,1.42,0.14
130,ENST00000369535,Lintner17_SRR5227291,79,515,1.2,5.26,7.1,0.13,0.96,1.35,0.15
131,ENST00000369535,Lintner17_SRR5227312,98,586,1.1,0.98,1.09,0.02,0.15,1.11,0.01
132,ENST00000369535,Lintner17_SRR5227310,135,690,0.94,1.18,1.11,0.03,0.15,0.94,0.0
133,ENST00000369535,Lintner17_SRR5227289,102,698,1.26,5.2,7.31,0.13,0.99,1.41,0.15
134,ENST00000369535,Lintner17_SRR5227288,51,377,1.36,4.84,7.27,0.12,0.99,1.5,0.14
135,ENST00000369535,Park17_SRR5413158,24,68,0.52,10.11,6.77,0.25,0.92,0.67,0.15
136,ENST00000369535,Park17_SRR5413155,65,186,0.53,10.25,7.03,0.25,0.95,0.69,0.16
137,ENST00000369535,Park17_SRR5413156,30,131,0.81,7.43,7.05,0.18,0.96,0.95,0.14
138,ENST00000369535,Park17_SRR5413157,16,64,0.74,7.97,7.04,0.2,0.96,0.88,0.14
139,ENST00000369535,Park16_SRR3306585,489,581,0.22,18.81,7.37,0.46,1.0,0.39,0.17
140,ENST00000369535,Park16_SRR3306586,375,1283,0.63,8.88,7.01,0.22,0.95,0.79,0.16
141,ENST00000369535,Park16_SRR3306587,919,2544,0.51,10.58,7.13,0.26,0.97,0.67,0.16
142,ENST00000369535,Park16_SRR3306583,1029,1972,0.35,14.01,7.37,0.34,1.0,0.53,0.18
143,ENST00000369535,Park16_SRR3306589,1583,3979,0.46,10.95,6.78,0.27,0.92,0.62,0.16
144,ENST00000369535,Park16_SRR3306588,1545,2081,0.25,16.99,7.07,0.42,0.96,0.42,0.17
145,ENST00000369535,Park16_SRR3306584,1138,3030,0.49,10.47,6.75,0.26,0.92,0.64,0.15
146,ENST00000369535,Werner15_SRR1610258,21,225,1.98,3.49,7.37,0.09,1.0,2.11,0.13
147,ENST00000369535,Werner15_SRR1610259,20,53,0.49,11.19,7.37,0.27,1.0,0.66,0.17
148,ENST00000369535,Werner15_SRR1610250,32,295,1.7,3.83,7.01,0.09,0.95,1.83,0.13
149,ENST00000369535,Werner15_SRR1610251,53,298,1.04,5.95,7.06,0.15,0.96,1.19,0.15
150,ENST00000369535,Werner15_SRR1610252,26,225,1.6,3.9,6.69,0.1,0.91,1.72,0.12
151,ENST00000369535,Werner15_SRR1610253,18,161,1.65,3.91,6.98,0.1,0.95,1.79,0.14
152,ENST00000369535,Werner15_SRR1610254,25,395,2.92,2.32,7.0,0.06,0.95,3.02,0.1
153,ENST00000369535,Werner15_SRR1610255,23,214,1.72,3.8,7.04,0.09,0.96,1.85,0.13
154,ENST00000369535,Werner15_SRR1610256,13,228,3.24,2.11,7.03,0.05,0.95,3.33,0.09
155,ENST00000369535,Werner15_SRR1610257,12,128,1.97,3.18,6.64,0.08,0.9,2.09,0.12
156,ENST00000369535,Werner15_SRR2086030,14,452,5.96,1.2,7.2,0.03,0.98,6.0,0.04
157,ENST00000369535,Werner15_SRR2086031,38,537,2.61,2.5,6.8,0.06,0.92,2.72,0.11
158,ENST00000369535,Werner15_SRR1610249,69,320,0.86,7.08,7.1,0.17,0.96,1.0,0.14
159,ENST00000369535,Werner15_SRR1610248,77,458,1.1,5.69,7.09,0.14,0.96,1.25,0.15
160,ENST00000369535,Werner15_SRR1610247,59,248,0.78,7.68,7.14,0.19,0.97,0.93,0.15
161,ENST00000369535,Werner15_SRR1610246,107,469,0.81,7.35,7.07,0.18,0.96,0.96,0.15
162,ENST00000369535,Werner15_SRR1610245,35,464,2.45,2.77,7.11,0.07,0.96,2.57,0.12
163,ENST00000369535,Werner15_SRR1610244,101,501,0.92,6.73,7.17,0.16,0.97,1.07,0.15
164,ENST00000369535,Werner15_SRR2086029,101,753,1.38,4.4,6.64,0.11,0.9,1.51,0.13
165,ENST00000369535,Werner15_SRR2086028,65,527,1.5,4.22,6.89,0.1,0.93,1.63,0.13
166,ENST00000369535,Werner15_SRR2086025,31,307,1.83,3.64,7.14,0.09,0.97,1.96,0.13
167,ENST00000369535,Werner15_SRR2086027,48,457,1.76,3.78,7.15,0.09,0.97,1.89,0.13
168,ENST00000369535,Werner15_SRR2086026,31,448,2.67,2.45,6.79,0.06,0.92,2.77,0.1
169,ENST00000369535,Andreev_K_series_K3_phendc3_ribo,263,2870,2.01,3.38,7.24,0.08,0.98,2.14,0.13
170,ENST00000369535,Andreev_K_series_K4_phendc3_ribo,210,2630,2.31,2.87,6.97,0.07,0.95,2.43,0.12
171,ENST00000369535,Andreev_K_series_K2_phendc3_ribo,199,2649,2.46,2.81,7.24,0.07,0.98,2.58,0.12
172,ENST00000369535,Andreev_K_series_K1_phendc3_ribo,189,2811,2.74,2.53,7.25,0.06,0.98,2.87,0.13
173,ENST00000369535,Andreev15_SRR1173913,24,115,0.88,6.67,6.89,0.16,0.93,1.03,0.15
174,ENST00000369535,Andreev15_SRR1173909,61,331,1.0,6.24,7.22,0.15,0.98,1.16,0.16
175,ENST00000369535,Shi17_SRR5099279,9,16,0.33,9.67,3.93,0.24,0.53,0.41,0.08
176,ENST00000369535,Ji16_SRR1802152,16,68,0.78,8.07,7.26,0.2,0.99,0.9,0.12
177,ENST00000369535,Ji16_SRR1802153,32,195,1.12,5.63,7.19,0.14,0.97,1.28,0.16
178,ENST00000369535,Ji16_SRR1802150,19,10,0.1,26.76,7.37,0.66,1.0,0.28,0.18
179,ENST00000369535,Ji16_SRR1802151,22,10,0.08,25.68,5.67,0.63,0.77,0.22,0.14
180,ENST00000369535,Ji16_SRR1802156,19,9,0.09,25.04,5.53,0.61,0.75,0.22,0.13
181,ENST00000369535,Ji16_SRR1802157,37,12,0.06,29.63,6.32,0.73,0.86,0.21,0.15
182,ENST00000369535,Ji16_SRR1802154,35,143,0.75,7.65,6.93,0.19,0.94,0.91,0.16
183,ENST00000369535,Ji16_SRR1802129,11,84,1.41,4.73,7.37,0.12,1.0,1.56,0.15
184,ENST00000369535,Ji16_SRR1802149,13,7,0.1,25.29,6.45,0.62,0.88,0.26,0.16
185,ENST00000369535,Ji16_SRR1802148,39,249,1.18,5.36,7.11,0.13,0.97,1.33,0.15
186,ENST00000369535,Ji16_SRR1802141,42,202,0.89,6.97,7.3,0.17,0.99,1.05,0.16
187,ENST00000369535,Ji16_SRR1802140,24,134,1.03,6.17,7.26,0.15,0.99,1.18,0.15
188,ENST00000369535,Ji16_SRR1802142,50,211,0.78,7.71,7.23,0.19,0.98,0.94,0.16
189,ENST00000369535,Ji16_SRR1802147,43,252,1.08,5.89,7.26,0.14,0.98,1.23,0.15
190,ENST00000369535,Ji16_SRR1802146,19,68,0.66,8.82,7.26,0.22,0.99,0.82,0.16
191,ENST00000369535,Ji16_SRR1802138,25,171,1.26,5.24,7.37,0.13,1.0,1.41,0.15
192,ENST00000369535,Ji16_SRR1802139,41,186,0.84,7.13,7.07,0.17,0.96,0.99,0.15
193,ENST00000369535,Ji16_SRR1802130,16,116,1.34,4.95,7.31,0.12,0.99,1.48,0.14
194,ENST00000369535,Ji16_SRR1802131,19,118,1.15,5.62,7.25,0.14,0.98,1.29,0.14
195,ENST00000369535,Ji16_SRR1802132,11,113,1.9,3.48,7.06,0.09,0.96,2.03,0.13
196,ENST00000369535,Ji16_SRR1802136,7,21,0.55,9.86,7.04,0.24,0.95,0.71,0.16
197,ENST00000369535,Ji16_SRR1802137,22,184,1.54,4.3,7.21,0.11,0.98,1.68,0.14
198,ENST00000369535,Elkon15_SRR1916550,19,41,0.4,11.41,6.04,0.28,0.82,0.53,0.13
199,ENST00000369535,Elkon15_SRR1916551,8,40,0.92,6.81,7.37,0.17,1.0,1.08,0.16
200,ENST00000369535,Elkon15_SRR1916549,97,277,0.53,10.4,7.19,0.25,0.98,0.69,0.16
201,ENST00000369535,Elkon15_SRR1916548,84,227,0.5,11.0,7.34,0.27,1.0,0.67,0.17
202,ENST00000369535,Elkon15_SRR1916543,113,399,0.65,8.95,7.3,0.22,0.99,0.82,0.17
203,ENST00000369535,Elkon15_SRR1916542,80,269,0.62,9.13,7.13,0.22,0.97,0.78,0.16
204,ENST00000369535,Elkon15_SRR1916547,39,95,0.45,11.98,7.29,0.29,0.99,0.61,0.16
205,ENST00000369535,Elkon15_SRR1916546,44,102,0.43,11.98,7.09,0.29,0.96,0.59,0.16
206,ENST00000369535,Elkon15_SRR1916545,99,414,0.77,7.82,7.27,0.19,0.99,0.93,0.16
207,ENST00000369535,Andreev_GH_H1_hek_control_ribo,216,4480,3.83,1.8,7.06,0.04,0.96,3.92,0.09
208,ENST00000369535,Andreev_GH_H2_hek_myxo_ribo,266,3984,2.76,2.44,7.0,0.06,0.95,2.87,0.11
209,ENST00000369535,Andreev_GH_H4_hek_phendc3_ribo,167,3228,3.57,1.95,7.14,0.05,0.97,3.66,0.09
210,ENST00000369535,Andreev_GH_H3_hek_pieri_ribo,149,3150,3.9,1.76,7.02,0.04,0.95,3.99,0.09
211,ENST00000369535,Andreev_GH_H1_hek_control_ribo_old,216,4477,3.82,1.81,7.06,0.04,0.96,3.9,0.08
212,ENST00000369535,Andreev_GH_H2_hek_myxo_ribo_old,266,3982,2.76,2.44,7.0,0.06,0.95,2.87,0.11
213,ENST00000369535,Andreev_GH_H4_hek_phendc3_ribo_old,167,3227,3.57,1.95,7.14,0.05,0.97,3.66,0.09
214,ENST00000369535,Andreev_GH_H3_hek_pieri_ribo_old,149,3146,3.9,1.76,7.02,0.04,0.95,3.99,0.09
215,ENST00000369535,Andreev_GH_H1_hek_control_ribo_no3_mismatch,209,4461,3.94,1.76,7.06,0.04,0.96,4.01,0.07
216,ENST00000369535,Andreev_GH_H2_hek_myxo_ribo_no3_mismatch,264,3964,2.77,2.43,7.0,0.06,0.95,2.88,0.11
217,ENST00000369535,Andreev_GH_H4_hek_phendc3_ribo_no3_mismatch,167,3215,3.55,1.96,7.14,0.05,0.97,3.64,0.09
218,ENST00000369535,Andreev_GH_H3_hek_pieri_ribo_no3_mismatch,149,3117,3.86,1.78,7.02,0.04,0.95,3.94,0.08
219,ENST00000369535,Andreev_GH_H1_hek_control_ribo_no_mismatches,106,1555,2.71,2.45,6.88,0.06,0.93,2.81,0.1
220,ENST00000369535,Andreev_GH_H2_hek_myxo_ribo_no_mismatches,140,1491,1.97,3.28,6.85,0.08,0.93,2.09,0.12
221,ENST00000369535,Andreev_GH_H4_hek_phendc3_ribo_no_mismatches,80,1159,2.67,2.52,7.01,0.06,0.95,2.78,0.11
222,ENST00000369535,Andreev_GH_H3_hek_pieri_ribo_no_mismatches,85,1122,2.44,2.69,6.85,0.07,0.93,2.55,0.11
223,ENST00000369535,Andreev_GH_H1_hek_control_ribo_fixed_ends,213,4482,3.88,1.78,7.06,0.04,0.96,3.97,0.09
224,ENST00000369535,Andreev_GH_H2_hek_myxo_ribo_fixed_ends,266,3984,2.76,2.44,7.0,0.06,0.95,2.87,0.11
225,ENST00000369535,Andreev_GH_H4_hek_phendc3_ribo_fixed_ends,167,3228,3.57,1.95,7.14,0.05,0.97,3.66,0.09
226,ENST00000369535,Andreev_GH_H3_hek_pieri_ribo_fixed_ends,149,3150,3.9,1.76,7.02,0.04,0.95,3.99,0.09
227,ENST00000369535,Andreev_interferon_E5_interferon_ars_4h_rpf,68,433,1.18,5.05,6.62,0.12,0.9,1.31,0.13
228,ENST00000369535,Andreev_interferon_E6_myxo_rpf,98,1558,2.93,2.02,6.11,0.05,0.83,3.02,0.09
229,ENST00000369535,Andreev_interferon_E2_interferon_0_5hr_rpf,206,3506,3.14,2.23,7.23,0.05,0.98,3.24,0.1
230,ENST00000369535,Andreev_interferon_E4_interferon_rpf,196,3064,2.88,2.4,7.17,0.06,0.97,2.99,0.11
231,ENST00000369535,Andreev_interferon_E3_interferon_4h_rpf,165,2342,2.62,2.62,7.17,0.06,0.97,2.74,0.12
232,ENST00000369535,Andreev_interferon_E1_control_rpf,176,2485,2.61,2.66,7.23,0.07,0.98,2.72,0.11
233,ENST00000369535,Calviello16_SRR2433794,151,1300,1.59,4.15,7.18,0.1,0.97,1.73,0.14
234,ENST00000369535,Guo14_SRR1598975,261,2706,1.91,3.59,7.33,0.09,0.99,2.04,0.13
235,ENST00000369535,Guo14_SRR1598971,44,273,1.14,5.67,7.37,0.14,1.0,1.3,0.16
236,ENST00000369535,Guo14_SRR1598981,142,1432,1.86,3.74,7.34,0.09,1.0,1.96,0.1
237,ENST00000369535,Andreev_I_series_I4_mechanotranslation_ribo,132,2551,3.57,1.79,6.52,0.04,0.88,3.64,0.07
238,ENST00000369535,Andreev_I_series_I1_mechanotranslation_ribo,165,2463,2.75,2.52,7.23,0.06,0.98,2.87,0.12
239,ENST00000369535,Andreev_I_series_I3_mechanotranslation_ribo,110,2464,4.13,1.69,7.13,0.04,0.97,4.22,0.09
240,ENST00000369535,Andreev_I_series_I2_mechanotranslation_ribo,208,2635,2.34,2.93,7.22,0.07,0.98,2.46,0.12
241,ENST00000369535,Kirchner17_SRR2818787,78,362,0.86,6.31,6.22,0.15,0.84,0.99,0.13
242,ENST00000369535,Kirchner17_SRR2818791,54,180,0.62,4.55,3.06,0.11,0.42,0.67,0.05
243,ENST00000369535,Kirchner17_SRR2818789,168,580,0.64,5.19,3.69,0.13,0.5,0.71,0.07
244,ENST00000369535,Iwasaki16_SRR2075937,38,159,0.77,7.61,7.06,0.19,0.96,0.93,0.16
245,ENST00000369535,Iwasaki16_SRR2075936,61,283,0.86,6.88,6.91,0.17,0.94,1.0,0.14
246,ENST00000369535,Iwasaki16_SRR2075938,28,91,0.6,9.3,7.06,0.23,0.96,0.76,0.16
247,ENST00000369535,Iwasaki16_SRR2075926,32,159,0.92,6.6,7.06,0.16,0.96,1.07,0.15
