,transcript,file,orf_count,cds_count,ratio,prob_uORF_init_rpb,prob_cds_init_rpb,prob_uORF_init_raw,prob_cds_init_raw,initiation_ratio,ratio_diff_init_minus_full
0,ENST00000371225,Park16_SRR3306585,10,611,18.31,0.11,1.78,0.01,1.0,16.18,-2.13
1,ENST00000371225,Park16_SRR3306584,9,1008,33.57,0.06,1.77,0.01,0.99,29.5,-4.07
0,ENST00000369535,Park17_SRR5413158,29,68,0.88,5.82,6.77,0.28,0.92,1.16,0.28
1,ENST00000369535,Park17_SRR5413155,76,186,0.92,5.8,7.03,0.28,0.95,1.21,0.29
2,ENST00000369535,Park17_SRR5413156,31,131,1.58,3.81,7.05,0.18,0.96,1.85,0.27
3,ENST00000369535,Park17_SRR5413157,16,64,1.5,3.98,7.04,0.19,0.96,1.77,0.27
4,ENST00000369535,Park16_SRR3306585,511,581,0.43,9.67,7.37,0.47,1.0,0.76,0.33
5,ENST00000369535,Park16_SRR3306586,415,1283,1.16,4.86,7.01,0.24,0.95,1.44,0.28
6,ENST00000369535,Park16_SRR3306587,947,2544,1.01,5.48,7.13,0.26,0.97,1.3,0.29
7,ENST00000369535,Park16_SRR3306583,1150,1972,0.64,7.61,7.37,0.37,1.0,0.97,0.33
8,ENST00000369535,Park16_SRR3306589,1738,3979,0.86,5.93,6.78,0.29,0.92,1.14,0.28
9,ENST00000369535,Park16_SRR3306588,1692,2081,0.46,9.06,7.07,0.44,0.96,0.78,0.32
10,ENST00000369535,Park16_SRR3306584,1242,3030,0.91,5.64,6.75,0.27,0.92,1.2,0.29
0,ENST00000369512,Park16_SRR3306585,31,91,0.39,2.55,1.2,0.25,0.99,0.47,0.08
1,ENST00000369512,Park16_SRR3306586,41,312,1.01,1.18,1.21,0.12,1.0,1.03,0.02
2,ENST00000369512,Park16_SRR3306587,18,142,1.04,1.14,1.21,0.11,1.0,1.06,0.02
3,ENST00000369512,Park16_SRR3306584,7,62,1.17,0.98,1.15,0.1,0.95,1.17,0.0
0,ENST00000368090,Park17_SRR5413158,11,87,0.6,4.73,3.16,0.11,0.99,0.67,0.07
1,ENST00000368090,Park17_SRR5413155,12,147,0.93,3.14,3.14,0.07,0.98,1.0,0.07
2,ENST00000368090,Park17_SRR5413156,7,92,0.99,3.04,3.16,0.07,0.99,1.04,0.05
3,ENST00000368090,Park17_SRR5413157,9,58,0.49,5.65,3.09,0.13,0.97,0.55,0.06
4,ENST00000368090,Park16_SRR3306585,21,68,0.24,8.78,3.2,0.2,1.0,0.36,0.12
5,ENST00000368090,Park16_SRR3306586,12,268,1.69,1.75,3.07,0.04,0.96,1.75,0.06
6,ENST00000368090,Park16_SRR3306587,33,750,1.72,1.78,3.15,0.04,0.99,1.77,0.05
7,ENST00000368090,Park16_SRR3306583,89,451,0.38,5.15,3.19,0.12,1.0,0.62,0.24
8,ENST00000368090,Park16_SRR3306589,59,1144,1.46,2.05,3.18,0.05,0.99,1.55,0.09
9,ENST00000368090,Park16_SRR3306584,52,1116,1.62,1.9,3.18,0.04,0.99,1.67,0.05
0,ENST00000379660,Park16_SRR3306586,14,120,2.65,0.58,1.4,0.1,1.0,2.41,-0.24
1,ENST00000379660,Park16_SRR3306587,12,210,5.4,0.3,1.4,0.05,1.0,4.67,-0.73
2,ENST00000379660,Park16_SRR3306583,92,178,0.6,1.89,1.4,0.34,1.0,0.74,0.14
3,ENST00000379660,Park16_SRR3306589,64,502,2.42,0.63,1.4,0.11,1.0,2.22,-0.2
4,ENST00000379660,Park16_SRR3306584,36,548,4.7,0.34,1.4,0.06,1.0,4.12,-0.58
0,ENST00000371697,Park16_SRR3306585,12,58,0.53,3.08,1.8,0.17,1.0,0.58,0.05
1,ENST00000371697,Park16_SRR3306586,15,390,2.85,0.63,1.72,0.03,0.96,2.73,-0.12
2,ENST00000371697,Park16_SRR3306587,8,193,2.64,0.71,1.8,0.04,1.0,2.54,-0.1
3,ENST00000371697,Park16_SRR3306583,45,41,0.1,9.54,1.8,0.52,1.0,0.19,0.09
4,ENST00000371697,Park16_SRR3306584,12,137,1.25,1.47,1.8,0.08,1.0,1.22,-0.03
0,ENST00000562833,Park16_SRR3306584,7,61,1.46,0.67,1.0,0.11,1.0,1.49,0.03
0,ENST00000301744,Park16_SRR3306585,28,37,0.15,16.25,4.14,0.43,1.0,0.25,0.1
1,ENST00000301744,Park16_SRR3306586,9,240,3.01,1.35,4.11,0.04,0.99,3.04,0.03
2,ENST00000301744,Park16_SRR3306587,19,285,1.7,2.33,4.08,0.06,0.99,1.75,0.05
3,ENST00000301744,Park16_SRR3306583,33,102,0.35,9.22,4.14,0.24,1.0,0.45,0.1
4,ENST00000301744,Park16_SRR3306589,45,290,0.73,5.05,4.13,0.13,1.0,0.82,0.09
5,ENST00000301744,Park16_SRR3306584,23,300,1.47,2.68,4.13,0.07,1.0,1.54,0.07
0,ENST00000478753,Park17_SRR5413155,24,190,0.72,1.71,1.52,0.09,0.97,0.89,0.17
1,ENST00000478753,Park17_SRR5413156,16,133,0.76,1.58,1.53,0.08,0.99,0.97,0.21
2,ENST00000478753,Park17_SRR5413157,6,95,1.45,0.79,1.54,0.04,0.99,1.95,0.5
3,ENST00000478753,Park16_SRR3306585,95,260,0.25,4.63,1.52,0.25,0.97,0.33,0.08
4,ENST00000478753,Park16_SRR3306586,109,431,0.36,3.09,1.52,0.17,0.98,0.49,0.13
5,ENST00000478753,Park16_SRR3306587,190,792,0.38,3.1,1.53,0.17,0.98,0.49,0.11
6,ENST00000478753,Park16_SRR3306589,198,628,0.29,2.8,1.51,0.15,0.97,0.54,0.25
7,ENST00000478753,Park16_SRR3306588,194,472,0.22,5.01,1.56,0.27,1.0,0.31,0.09
8,ENST00000478753,Park16_SRR3306584,318,754,0.22,3.72,1.51,0.2,0.97,0.41,0.19
0,ENST00000536626,Park16_SRR3306587,6,102,1.26,0.92,1.0,0.08,1.0,1.09,-0.17
0,ENST00000374980,Park17_SRR5413155,106,22,0.03,15.4,2.23,0.82,0.92,0.14,0.11
1,ENST00000374980,Park17_SRR5413156,50,23,0.06,12.93,2.43,0.68,1.0,0.19,0.13
2,ENST00000374980,Park17_SRR5413157,12,7,0.08,11.33,2.13,0.6,0.88,0.19,0.11
3,ENST00000374980,Park16_SRR3306585,1109,37,0.0,18.27,2.43,0.97,1.0,0.13,0.13
4,ENST00000374980,Park16_SRR3306586,146,58,0.05,12.53,1.91,0.66,0.78,0.15,0.1
5,ENST00000374980,Park16_SRR3306587,210,107,0.07,12.31,2.32,0.65,0.96,0.19,0.12
6,ENST00000374980,Park16_SRR3306583,4325,122,0.0,18.36,2.43,0.97,1.0,0.13,0.13
7,ENST00000374980,Park16_SRR3306589,413,95,0.03,15.08,2.22,0.8,0.91,0.15,0.12
8,ENST00000374980,Park16_SRR3306588,3207,84,0.0,18.4,2.43,0.97,1.0,0.13,0.13
9,ENST00000374980,Park16_SRR3306584,582,76,0.02,16.35,2.05,0.87,0.84,0.13,0.11
0,ENST00000375135,Park17_SRR5413158,6,50,0.33,3.49,1.23,0.11,1.0,0.35,0.02
1,ENST00000375135,Park16_SRR3306587,14,199,0.56,2.17,1.22,0.07,0.99,0.56,0.0
2,ENST00000375135,Park16_SRR3306589,20,262,0.52,2.3,1.23,0.07,1.0,0.53,0.01
3,ENST00000375135,Park16_SRR3306584,13,406,1.23,1.0,1.23,0.03,1.0,1.23,0.0
0,ENST00000366510,Park16_SRR3306585,9,893,17.09,0.09,1.65,0.01,1.0,18.33,1.24
1,ENST00000366510,Park16_SRR3306586,13,2640,34.98,0.05,1.65,0.0,1.0,33.0,-1.98
2,ENST00000366510,Park16_SRR3306587,14,5085,62.56,0.03,1.65,0.0,1.0,55.0,-7.56
3,ENST00000366510,Park16_SRR3306583,118,5287,7.72,0.21,1.65,0.02,1.0,7.86,0.14
4,ENST00000366510,Park16_SRR3306589,26,6876,45.55,0.04,1.65,0.0,1.0,41.25,-4.3
5,ENST00000366510,Park16_SRR3306588,142,4390,5.32,0.33,1.65,0.03,1.0,5.0,-0.32
6,ENST00000366510,Park16_SRR3306584,15,6578,75.53,0.02,1.65,0.0,1.0,82.5,6.97
0,ENST00000444469,Park16_SRR3306587,9,239,6.01,0.28,1.23,0.04,0.99,4.39,-1.62
1,ENST00000444469,Park16_SRR3306589,15,328,4.95,0.31,1.19,0.04,0.95,3.84,-1.11
0,ENST00000374619,Park16_SRR3306587,31,119,0.43,3.06,1.95,0.14,0.95,0.64,0.21
1,ENST00000374619,Park16_SRR3306589,50,223,0.5,2.16,1.92,0.1,0.94,0.89,0.39
2,ENST00000374619,Park16_SRR3306584,47,135,0.32,3.63,1.88,0.17,0.92,0.52,0.2
0,ENST00000407595,Park16_SRR3306586,7,7,0.06,18.92,2.09,0.5,1.0,0.11,0.05
0,ENST00000426077,Park16_SRR3306585,13,595,4.18,0.41,1.61,0.02,1.0,3.93,-0.25
1,ENST00000426077,Park16_SRR3306586,59,795,1.23,1.4,1.61,0.06,1.0,1.15,-0.08
2,ENST00000426077,Park16_SRR3306587,74,1052,1.3,1.35,1.6,0.06,0.99,1.19,-0.11
3,ENST00000426077,Park16_SRR3306583,30,1614,4.91,0.33,1.61,0.02,1.0,4.88,-0.03
4,ENST00000426077,Park16_SRR3306589,299,1477,0.45,3.41,1.61,0.16,1.0,0.47,0.02
5,ENST00000426077,Park16_SRR3306588,16,1760,10.04,0.16,1.61,0.01,1.0,10.06,0.02
6,ENST00000426077,Park16_SRR3306584,231,1685,0.67,2.38,1.61,0.11,1.0,0.68,0.01
0,ENST00000330689,Park16_SRR3306586,17,72,0.38,6.63,3.22,0.17,1.0,0.49,0.11
1,ENST00000330689,Park16_SRR3306587,14,110,0.71,4.0,3.22,0.1,1.0,0.81,0.1
2,ENST00000330689,Park16_SRR3306583,19,37,0.18,13.1,3.22,0.34,1.0,0.25,0.07
3,ENST00000330689,Park16_SRR3306589,22,166,0.68,3.81,3.22,0.1,1.0,0.85,0.17
4,ENST00000330689,Park16_SRR3306584,34,121,0.32,7.13,3.22,0.18,1.0,0.45,0.13
0,ENST00000322217,Park17_SRR5413156,7,21,0.31,4.76,1.43,0.32,0.95,0.3,-0.01
1,ENST00000322217,Park16_SRR3306585,13,35,0.28,4.63,1.5,0.31,1.0,0.32,0.04
2,ENST00000322217,Park16_SRR3306583,12,129,1.1,1.39,1.5,0.09,1.0,1.08,-0.02
3,ENST00000322217,Park16_SRR3306589,14,70,0.51,2.99,1.5,0.2,1.0,0.5,-0.01
4,ENST00000322217,Park16_SRR3306584,27,105,0.4,3.81,1.49,0.25,0.99,0.39,-0.01
0,ENST00000380266,Park17_SRR5413156,6,97,0.68,1.63,1.11,0.06,1.0,0.68,0.0
1,ENST00000380266,Park16_SRR3306585,18,158,0.37,2.87,1.11,0.1,1.0,0.39,0.02
2,ENST00000380266,Park16_SRR3306586,35,1038,1.24,0.9,1.11,0.03,1.0,1.23,-0.01
3,ENST00000380266,Park16_SRR3306587,40,1235,1.29,0.88,1.11,0.03,1.0,1.26,-0.03
4,ENST00000380266,Park16_SRR3306583,76,898,0.49,2.19,1.11,0.08,1.0,0.51,0.02
5,ENST00000380266,Park16_SRR3306589,89,1296,0.61,1.77,1.11,0.06,1.0,0.63,0.02
6,ENST00000380266,Park16_SRR3306588,131,527,0.17,5.58,1.11,0.2,1.0,0.2,0.03
7,ENST00000380266,Park16_SRR3306584,74,1505,0.85,1.28,1.11,0.05,1.0,0.87,0.02
0,ENST00000371711,Park17_SRR5413157,11,26,0.61,4.76,3.74,0.31,0.96,0.79,0.18
1,ENST00000371711,Park16_SRR3306585,109,348,0.83,4.57,3.89,0.29,1.0,0.85,0.02
2,ENST00000371711,Park16_SRR3306586,26,296,2.96,1.28,3.72,0.08,0.96,2.91,-0.05
3,ENST00000371711,Park16_SRR3306587,189,2447,3.36,1.17,3.87,0.07,1.0,3.31,-0.05
4,ENST00000371711,Park16_SRR3306583,744,3985,1.39,2.72,3.89,0.17,1.0,1.43,0.04
5,ENST00000371711,Park16_SRR3306589,220,3612,4.27,0.92,3.88,0.06,1.0,4.22,-0.05
6,ENST00000371711,Park16_SRR3306588,450,2057,1.19,3.3,3.89,0.21,1.0,1.18,-0.01
7,ENST00000371711,Park16_SRR3306584,221,3722,4.38,0.88,3.84,0.06,0.99,4.36,-0.02
0,ENST00000216268,Park17_SRR5413155,10,131,0.89,1.95,1.81,0.07,0.99,0.93,0.04
1,ENST00000216268,Park17_SRR5413156,6,66,0.75,2.31,1.8,0.08,0.99,0.78,0.03
2,ENST00000216268,Park16_SRR3306585,26,72,0.19,7.38,1.8,0.26,0.99,0.24,0.05
3,ENST00000216268,Park16_SRR3306586,14,120,0.59,2.77,1.71,0.1,0.94,0.62,0.03
4,ENST00000216268,Park16_SRR3306587,74,567,0.52,3.08,1.82,0.11,1.0,0.59,0.07
5,ENST00000216268,Park16_SRR3306583,120,1065,0.61,2.79,1.83,0.1,1.0,0.66,0.05
6,ENST00000216268,Park16_SRR3306589,156,913,0.4,3.78,1.81,0.13,0.99,0.48,0.08
7,ENST00000216268,Park16_SRR3306584,103,1030,0.68,2.35,1.81,0.08,0.99,0.77,0.09
0,ENST00000378616,Park16_SRR3306585,9,30,0.25,11.87,3.75,0.23,1.0,0.32,0.07
1,ENST00000378616,Park16_SRR3306588,52,252,0.36,8.8,3.75,0.17,1.0,0.43,0.07
2,ENST00000378616,Park16_SRR3306584,6,75,0.93,3.55,3.47,0.07,0.93,0.98,0.05
0,ENST00000452392,Park17_SRR5413158,8,62,0.57,1.73,1.0,0.12,1.0,0.58,0.01
1,ENST00000452392,Park17_SRR5413155,17,252,1.09,0.94,1.0,0.06,1.0,1.06,-0.03
2,ENST00000452392,Park17_SRR5413156,7,127,1.33,0.77,1.0,0.05,1.0,1.3,-0.03
3,ENST00000452392,Park16_SRR3306585,322,2172,0.5,2.08,1.0,0.14,1.0,0.48,-0.02
4,ENST00000452392,Park16_SRR3306586,184,2679,1.07,0.94,1.0,0.06,1.0,1.06,-0.01
5,ENST00000452392,Park16_SRR3306587,164,3079,1.38,0.74,1.0,0.05,1.0,1.35,-0.03
6,ENST00000452392,Park16_SRR3306583,756,6227,0.61,1.69,1.0,0.12,1.0,0.59,-0.02
7,ENST00000452392,Park16_SRR3306589,334,2828,0.62,1.56,1.0,0.11,1.0,0.64,0.02
8,ENST00000452392,Park16_SRR3306588,480,4486,0.69,1.44,1.0,0.1,1.0,0.69,0.0
9,ENST00000452392,Park16_SRR3306584,456,4354,0.7,1.4,1.0,0.1,1.0,0.71,0.01
0,ENST00000329421,Park17_SRR5413158,8,1204,26.15,0.1,2.3,0.01,1.0,23.0,-3.15
1,ENST00000329421,Park17_SRR5413155,15,1460,16.91,0.15,2.27,0.01,0.98,15.13,-1.78
2,ENST00000329421,Park17_SRR5413156,6,1139,32.99,0.08,2.29,0.0,0.99,28.62,-4.37
3,ENST00000329421,Park17_SRR5413157,8,943,20.48,0.12,2.3,0.01,1.0,19.17,-1.31
4,ENST00000329421,Park16_SRR3306585,73,607,1.44,1.11,2.28,0.07,0.99,2.05,0.61
5,ENST00000329421,Park16_SRR3306586,9,2410,46.53,0.05,2.3,0.0,1.0,46.0,-0.53
6,ENST00000329421,Park16_SRR3306587,26,6632,44.32,0.05,2.3,0.0,1.0,46.0,1.68
7,ENST00000329421,Park16_SRR3306583,480,4592,1.66,1.02,2.3,0.06,1.0,2.25,0.59
8,ENST00000329421,Park16_SRR3306588,67,2028,5.26,0.24,2.3,0.02,1.0,9.58,4.32
9,ENST00000329421,Park16_SRR3306584,7,4264,105.85,0.02,2.29,0.0,1.0,114.5,8.65
0,ENST00000357085,Park16_SRR3306587,14,260,1.52,3.78,6.4,0.05,1.0,1.69,0.17
1,ENST00000357085,Park16_SRR3306583,86,344,0.33,16.36,6.4,0.2,1.0,0.39,0.06
2,ENST00000357085,Park16_SRR3306589,27,420,1.27,4.13,6.4,0.05,1.0,1.55,0.28
3,ENST00000357085,Park16_SRR3306584,43,582,1.1,4.67,6.34,0.06,0.99,1.36,0.26
0,ENST00000343855,Park16_SRR3306589,9,9,0.41,2.57,2.26,0.26,0.69,0.88,0.47
1,ENST00000343855,Park16_SRR3306584,8,22,1.14,2.22,3.12,0.23,0.96,1.41,0.27
